condition_id,dataset,content_id,dist_id,dist_level,is_hdr,test_file,reference_file,pix_per_deg,distortion_name,repeating_content_id,JOD
t-i01-t-14-4,tid2013,t-i01,t-14,4,0,tid2013/01/i01_14_4.png,tid2013/01/i01.png,31.2467,non_eccentricity_pattern_noise,l-05,-0.017791389
t-i01-t-14-5,tid2013,t-i01,t-14,5,0,tid2013/01/i01_14_5.png,tid2013/01/i01.png,31.2467,non_eccentricity_pattern_noise,l-05,-0.839453567
t-i01-t-15-1,tid2013,t-i01,t-15,1,0,tid2013/01/i01_15_1.png,tid2013/01/i01.png,31.2467,local_block_wise_distortions_of_different_intensity,l-05,-3.032553818
t-i01-t-15-2,tid2013,t-i01,t-15,2,0,tid2013/01/i01_15_2.png,tid2013/01/i01.png,31.2467,local_block_wise_distortions_of_different_intensity,l-05,-2.845784063
t-i01-t-15-3,tid2013,t-i01,t-15,3,0,tid2013/01/i01_15_3.png,tid2013/01/i01.png,31.2467,local_block_wise_distortions_of_different_intensity,l-05,-2.692728976
t-i01-t-15-4,tid2013,t-i01,t-15,4,0,tid2013/01/i01_15_4.png,tid2013/01/i01.png,31.2467,local_block_wise_distortions_of_different_intensity,l-05,-2.23353737
t-i01-t-15-5,tid2013,t-i01,t-15,5,0,tid2013/01/i01_15_5.png,tid2013/01/i01.png,31.2467,local_block_wise_distortions_of_different_intensity,l-05,-1.855328687
t-i01-t-16-1,tid2013,t-i01,t-16,1,0,tid2013/01/i01_16_1.png,tid2013/01/i01.png,31.2467,intensity_shift,l-05,0.209282663
t-i01-t-16-2,tid2013,t-i01,t-16,2,0,tid2013/01/i01_16_2.png,tid2013/01/i01.png,31.2467,intensity_shift,l-05,0.275607855
t-i01-t-16-3,tid2013,t-i01,t-16,3,0,tid2013/01/i01_16_3.png,tid2013/01/i01.png,31.2467,intensity_shift,l-05,-0.486261066
t-i01-t-16-4,tid2013,t-i01,t-16,4,0,tid2013/01/i01_16_4.png,tid2013/01/i01.png,31.2467,intensity_shift,l-05,-0.349536038
t-i01-t-16-5,tid2013,t-i01,t-16,5,0,tid2013/01/i01_16_5.png,tid2013/01/i01.png,31.2467,intensity_shift,l-05,-1.480785642
t-i01-t-17-1,tid2013,t-i01,t-17,1,0,tid2013/01/i01_17_1.png,tid2013/01/i01.png,31.2467,contrast_change,l-05,-0.24143027
t-i01-t-17-2,tid2013,t-i01,t-17,2,0,tid2013/01/i01_17_2.png,tid2013/01/i01.png,31.2467,contrast_change,l-05,0.640740263
t-i01-t-17-3,tid2013,t-i01,t-17,3,0,tid2013/01/i01_17_3.png,tid2013/01/i01.png,31.2467,contrast_change,l-05,-1.388901972
t-i01-t-17-4,tid2013,t-i01,t-17,4,0,tid2013/01/i01_17_4.png,tid2013/01/i01.png,31.2467,contrast_change,l-05,0.267461608
t-i01-t-17-5,tid2013,t-i01,t-17,5,0,tid2013/01/i01_17_5.png,tid2013/01/i01.png,31.2467,contrast_change,l-05,-2.801861955
t-i01-t-18-1,tid2013,t-i01,t-18,1,0,tid2013/01/i01_18_1.png,tid2013/01/i01.png,31.2467,change_of_color_saturation,l-05,-0.970268394
t-i01-t-18-2,tid2013,t-i01,t-18,2,0,tid2013/01/i01_18_2.png,tid2013/01/i01.png,31.2467,change_of_color_saturation,l-05,-1.299601163
t-i01-t-18-3,tid2013,t-i01,t-18,3,0,tid2013/01/i01_18_3.png,tid2013/01/i01.png,31.2467,change_of_color_saturation,l-05,-1.690395502
t-i01-t-18-4,tid2013,t-i01,t-18,4,0,tid2013/01/i01_18_4.png,tid2013/01/i01.png,31.2467,change_of_color_saturation,l-05,-2.263759845
t-i01-t-18-5,tid2013,t-i01,t-18,5,0,tid2013/01/i01_18_5.png,tid2013/01/i01.png,31.2467,change_of_color_saturation,l-05,-2.5917398
t-i01-t-19-1,tid2013,t-i01,t-19,1,0,tid2013/01/i01_19_1.png,tid2013/01/i01.png,31.2467,multiplicative_gaussian_noise,l-05,0.210499417
t-i01-t-19-2,tid2013,t-i01,t-19,2,0,tid2013/01/i01_19_2.png,tid2013/01/i01.png,31.2467,multiplicative_gaussian_noise,l-05,-0.033119957
t-i01-t-19-3,tid2013,t-i01,t-19,3,0,tid2013/01/i01_19_3.png,tid2013/01/i01.png,31.2467,multiplicative_gaussian_noise,l-05,-0.440357246
t-i01-t-19-4,tid2013,t-i01,t-19,4,0,tid2013/01/i01_19_4.png,tid2013/01/i01.png,31.2467,multiplicative_gaussian_noise,l-05,-0.891005869
t-i01-t-19-5,tid2013,t-i01,t-19,5,0,tid2013/01/i01_19_5.png,tid2013/01/i01.png,31.2467,multiplicative_gaussian_noise,l-05,-1.619521983
t-i01-t-20-1,tid2013,t-i01,t-20,1,0,tid2013/01/i01_20_1.png,tid2013/01/i01.png,31.2467,comfort_noise,l-05,0.246018816
t-i01-t-20-2,tid2013,t-i01,t-20,2,0,tid2013/01/i01_20_2.png,tid2013/01/i01.png,31.2467,comfort_noise,l-05,0.139549627
t-i01-t-20-3,tid2013,t-i01,t-20,3,0,tid2013/01/i01_20_3.png,tid2013/01/i01.png,31.2467,comfort_noise,l-05,0.213557751
t-i01-t-20-4,tid2013,t-i01,t-20,4,0,tid2013/01/i01_20_4.png,tid2013/01/i01.png,31.2467,comfort_noise,l-05,-0.330553394
t-i01-t-20-5,tid2013,t-i01,t-20,5,0,tid2013/01/i01_20_5.png,tid2013/01/i01.png,31.2467,comfort_noise,l-05,-1.145986619
t-i01-t-21-1,tid2013,t-i01,t-21,1,0,tid2013/01/i01_21_1.png,tid2013/01/i01.png,31.2467,lossy_compression_of_noisy_images,l-05,0.050171136
t-i01-t-21-2,tid2013,t-i01,t-21,2,0,tid2013/01/i01_21_2.png,tid2013/01/i01.png,31.2467,lossy_compression_of_noisy_images,l-05,-0.336121476
t-i01-t-21-3,tid2013,t-i01,t-21,3,0,tid2013/01/i01_21_3.png,tid2013/01/i01.png,31.2467,lossy_compression_of_noisy_images,l-05,-0.836751563
t-i01-t-21-4,tid2013,t-i01,t-21,4,0,tid2013/01/i01_21_4.png,tid2013/01/i01.png,31.2467,lossy_compression_of_noisy_images,l-05,-1.392080267
t-i01-t-21-5,tid2013,t-i01,t-21,5,0,tid2013/01/i01_21_5.png,tid2013/01/i01.png,31.2467,lossy_compression_of_noisy_images,l-05,-2.799501941
t-i01-t-22-1,tid2013,t-i01,t-22,1,0,tid2013/01/i01_22_1.png,tid2013/01/i01.png,31.2467,image_color_quantization_with_dither,l-05,-0.038368643
t-i01-t-22-2,tid2013,t-i01,t-22,2,0,tid2013/01/i01_22_2.png,tid2013/01/i01.png,31.2467,image_color_quantization_with_dither,l-05,-0.393401178
t-i01-t-22-3,tid2013,t-i01,t-22,3,0,tid2013/01/i01_22_3.png,tid2013/01/i01.png,31.2467,image_color_quantization_with_dither,l-05,-1.251489758
t-i01-t-22-4,tid2013,t-i01,t-22,4,0,tid2013/01/i01_22_4.png,tid2013/01/i01.png,31.2467,image_color_quantization_with_dither,l-05,-2.659694447
t-i01-t-22-5,tid2013,t-i01,t-22,5,0,tid2013/01/i01_22_5.png,tid2013/01/i01.png,31.2467,image_color_quantization_with_dither,l-05,-4.033748366
t-i01-t-23-1,tid2013,t-i01,t-23,1,0,tid2013/01/i01_23_1.png,tid2013/01/i01.png,31.2467,chromatic_aberrations,l-05,0.378715773
t-i01-t-23-2,tid2013,t-i01,t-23,2,0,tid2013/01/i01_23_2.png,tid2013/01/i01.png,31.2467,chromatic_aberrations,l-05,-0.043595892
t-i01-t-23-3,tid2013,t-i01,t-23,3,0,tid2013/01/i01_23_3.png,tid2013/01/i01.png,31.2467,chromatic_aberrations,l-05,0.13437471
t-i01-t-23-4,tid2013,t-i01,t-23,4,0,tid2013/01/i01_23_4.png,tid2013/01/i01.png,31.2467,chromatic_aberrations,l-05,-0.696250749
t-i01-t-23-5,tid2013,t-i01,t-23,5,0,tid2013/01/i01_23_5.png,tid2013/01/i01.png,31.2467,chromatic_aberrations,l-05,-3.816702076
t-i01-t-24-1,tid2013,t-i01,t-24,1,0,tid2013/01/i01_24_1.png,tid2013/01/i01.png,31.2467,sparse_sampling_and_reconstruction,l-05,0.031616727
t-i01-t-24-2,tid2013,t-i01,t-24,2,0,tid2013/01/i01_24_2.png,tid2013/01/i01.png,31.2467,sparse_sampling_and_reconstruction,l-05,0.076284169
t-i01-t-24-3,tid2013,t-i01,t-24,3,0,tid2013/01/i01_24_3.png,tid2013/01/i01.png,31.2467,sparse_sampling_and_reconstruction,l-05,-0.607179435
t-i01-t-24-4,tid2013,t-i01,t-24,4,0,tid2013/01/i01_24_4.png,tid2013/01/i01.png,31.2467,sparse_sampling_and_reconstruction,l-05,-2.747077821
t-i01-t-24-5,tid2013,t-i01,t-24,5,0,tid2013/01/i01_24_5.png,tid2013/01/i01.png,31.2467,sparse_sampling_and_reconstruction,l-05,-5.781255702
t-i02-t-01-1,tid2013,t-i02,t-01,1,0,tid2013/02/i02_01_1.png,tid2013/02/i02.png,31.2467,additive_gaussian_noise,-,0.145255143
t-i02-t-01-2,tid2013,t-i02,t-01,2,0,tid2013/02/i02_01_2.png,tid2013/02/i02.png,31.2467,additive_gaussian_noise,-,-0.129375535
t-i02-t-01-3,tid2013,t-i02,t-01,3,0,tid2013/02/i02_01_3.png,tid2013/02/i02.png,31.2467,additive_gaussian_noise,-,-0.511855511
t-i02-t-01-4,tid2013,t-i02,t-01,4,0,tid2013/02/i02_01_4.png,tid2013/02/i02.png,31.2467,additive_gaussian_noise,-,-1.480440657
t-i02-t-01-5,tid2013,t-i02,t-01,5,0,tid2013/02/i02_01_5.png,tid2013/02/i02.png,31.2467,additive_gaussian_noise,-,-1.992764721
t-i02-t-02-1,tid2013,t-i02,t-02,1,0,tid2013/02/i02_02_1.png,tid2013/02/i02.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,0.407129263
t-i02-t-02-2,tid2013,t-i02,t-02,2,0,tid2013/02/i02_02_2.png,tid2013/02/i02.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,0.273730431
t-i02-t-02-3,tid2013,t-i02,t-02,3,0,tid2013/02/i02_02_3.png,tid2013/02/i02.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,0.239068268
t-i02-t-02-4,tid2013,t-i02,t-02,4,0,tid2013/02/i02_02_4.png,tid2013/02/i02.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.401734856
t-i02-t-02-5,tid2013,t-i02,t-02,5,0,tid2013/02/i02_02_5.png,tid2013/02/i02.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-1.377390056
t-i02-t-03-1,tid2013,t-i02,t-03,1,0,tid2013/02/i02_03_1.png,tid2013/02/i02.png,31.2467,spatially_correlated_noise,-,-0.559274137
t-i02-t-03-2,tid2013,t-i02,t-03,2,0,tid2013/02/i02_03_2.png,tid2013/02/i02.png,31.2467,spatially_correlated_noise,-,-1.358203515
t-i02-t-03-3,tid2013,t-i02,t-03,3,0,tid2013/02/i02_03_3.png,tid2013/02/i02.png,31.2467,spatially_correlated_noise,-,-2.100600355
t-i02-t-03-4,tid2013,t-i02,t-03,4,0,tid2013/02/i02_03_4.png,tid2013/02/i02.png,31.2467,spatially_correlated_noise,-,-2.898392435
t-i02-t-03-5,tid2013,t-i02,t-03,5,0,tid2013/02/i02_03_5.png,tid2013/02/i02.png,31.2467,spatially_correlated_noise,-,-3.620691161
t-i02-t-04-1,tid2013,t-i02,t-04,1,0,tid2013/02/i02_04_1.png,tid2013/02/i02.png,31.2467,masked_noise,-,0.585109929
t-i02-t-04-2,tid2013,t-i02,t-04,2,0,tid2013/02/i02_04_2.png,tid2013/02/i02.png,31.2467,masked_noise,-,0.306825948
t-i02-t-04-3,tid2013,t-i02,t-04,3,0,tid2013/02/i02_04_3.png,tid2013/02/i02.png,31.2467,masked_noise,-,-0.18845683
t-i02-t-04-4,tid2013,t-i02,t-04,4,0,tid2013/02/i02_04_4.png,tid2013/02/i02.png,31.2467,masked_noise,-,-0.669327847
t-i02-t-04-5,tid2013,t-i02,t-04,5,0,tid2013/02/i02_04_5.png,tid2013/02/i02.png,31.2467,masked_noise,-,-1.492089434
t-i02-t-05-1,tid2013,t-i02,t-05,1,0,tid2013/02/i02_05_1.png,tid2013/02/i02.png,31.2467,high_frequency_noise,-,0.450648621
t-i02-t-05-2,tid2013,t-i02,t-05,2,0,tid2013/02/i02_05_2.png,tid2013/02/i02.png,31.2467,high_frequency_noise,-,0.335096799
t-i02-t-05-3,tid2013,t-i02,t-05,3,0,tid2013/02/i02_05_3.png,tid2013/02/i02.png,31.2467,high_frequency_noise,-,-0.188010815
t-i02-t-05-4,tid2013,t-i02,t-05,4,0,tid2013/02/i02_05_4.png,tid2013/02/i02.png,31.2467,high_frequency_noise,-,-1.519697652
t-i02-t-05-5,tid2013,t-i02,t-05,5,0,tid2013/02/i02_05_5.png,tid2013/02/i02.png,31.2467,high_frequency_noise,-,-2.860816388
t-i02-t-06-1,tid2013,t-i02,t-06,1,0,tid2013/02/i02_06_1.png,tid2013/02/i02.png,31.2467,impulse_noise,-,-1.143351666
t-i02-t-06-2,tid2013,t-i02,t-06,2,0,tid2013/02/i02_06_2.png,tid2013/02/i02.png,31.2467,impulse_noise,-,-1.464519111
t-i02-t-06-3,tid2013,t-i02,t-06,3,0,tid2013/02/i02_06_3.png,tid2013/02/i02.png,31.2467,impulse_noise,-,-2.296756657
t-i02-t-06-4,tid2013,t-i02,t-06,4,0,tid2013/02/i02_06_4.png,tid2013/02/i02.png,31.2467,impulse_noise,-,-2.659752864
t-i02-t-06-5,tid2013,t-i02,t-06,5,0,tid2013/02/i02_06_5.png,tid2013/02/i02.png,31.2467,impulse_noise,-,-3.32611391
t-i02-t-07-1,tid2013,t-i02,t-07,1,0,tid2013/02/i02_07_1.png,tid2013/02/i02.png,31.2467,quantization_noise,-,0.241189273
t-i02-t-07-2,tid2013,t-i02,t-07,2,0,tid2013/02/i02_07_2.png,tid2013/02/i02.png,31.2467,quantization_noise,-,-0.154455768
t-i02-t-07-3,tid2013,t-i02,t-07,3,0,tid2013/02/i02_07_3.png,tid2013/02/i02.png,31.2467,quantization_noise,-,-2.067338868
t-i02-t-07-4,tid2013,t-i02,t-07,4,0,tid2013/02/i02_07_4.png,tid2013/02/i02.png,31.2467,quantization_noise,-,-2.299734236
t-i02-t-07-5,tid2013,t-i02,t-07,5,0,tid2013/02/i02_07_5.png,tid2013/02/i02.png,31.2467,quantization_noise,-,-3.581995485
t-i02-t-08-1,tid2013,t-i02,t-08,1,0,tid2013/02/i02_08_1.png,tid2013/02/i02.png,31.2467,gaussian_blur,-,0.30439632
t-i02-t-08-2,tid2013,t-i02,t-08,2,0,tid2013/02/i02_08_2.png,tid2013/02/i02.png,31.2467,gaussian_blur,-,-0.40578203
t-i02-t-08-3,tid2013,t-i02,t-08,3,0,tid2013/02/i02_08_3.png,tid2013/02/i02.png,31.2467,gaussian_blur,-,-1.177064765
t-i02-t-08-4,tid2013,t-i02,t-08,4,0,tid2013/02/i02_08_4.png,tid2013/02/i02.png,31.2467,gaussian_blur,-,-2.224679699
t-i02-t-08-5,tid2013,t-i02,t-08,5,0,tid2013/02/i02_08_5.png,tid2013/02/i02.png,31.2467,gaussian_blur,-,-3.524779059
t-i02-t-09-1,tid2013,t-i02,t-09,1,0,tid2013/02/i02_09_1.png,tid2013/02/i02.png,31.2467,image_denoising,-,0.389032929
t-i02-t-09-2,tid2013,t-i02,t-09,2,0,tid2013/02/i02_09_2.png,tid2013/02/i02.png,31.2467,image_denoising,-,-0.035599692
t-i02-t-09-3,tid2013,t-i02,t-09,3,0,tid2013/02/i02_09_3.png,tid2013/02/i02.png,31.2467,image_denoising,-,-0.963157756
t-i02-t-09-4,tid2013,t-i02,t-09,4,0,tid2013/02/i02_09_4.png,tid2013/02/i02.png,31.2467,image_denoising,-,-2.491085011
t-i02-t-09-5,tid2013,t-i02,t-09,5,0,tid2013/02/i02_09_5.png,tid2013/02/i02.png,31.2467,image_denoising,-,-4.51971933
t-i02-t-10-1,tid2013,t-i02,t-10,1,0,tid2013/02/i02_10_1.png,tid2013/02/i02.png,31.2467,JPEG_compression,-,0.214586785
