reference_file,distorted_file,distortion_type,distortion_level,mos,jod_quality,jod_distortion,official_ssim,official_ssim_dist,reference_id,pred_jod_all_cv,pred_jod_gn_cv
i01.png,i01_04_2.png,masked_noise,2,5.75676,0.114476857,-0.114476857,0.9649,0.03510000000000002,1,0.8320267657676672,
i01.png,i01_04_3.png,masked_noise,3,5.27027,-0.195981535,0.195981535,0.9326,0.06740000000000002,1,0.9293716863322083,
i01.png,i01_04_4.png,masked_noise,4,5.24324,-0.260141596,0.260141596,0.8824,0.11760000000000004,1,1.2062860836848124,
i01.png,i01_04_5.png,masked_noise,5,4.71429,-0.779423315,0.779423315,0.7895,0.21050000000000002,1,2.2099984641652353,
i01.png,i01_05_1.png,high_frequency_noise,1,5.91892,0.15314117,-0.15314117,0.9613,0.03869999999999996,1,0.8405989806407432,
i01.png,i01_05_2.png,high_frequency_noise,2,5.7027,0.039458325,-0.039458325,0.9291,0.07089999999999996,1,0.9430953108416569,
i01.png,i01_05_3.png,high_frequency_noise,3,5.08333,-0.44135251,0.44135251,0.8267,0.1733,1,1.749875107094166,
i01.png,i01_05_4.png,high_frequency_noise,4,4.13889,-1.501254704,1.501254704,0.6495,0.35050000000000003,1,3.3333461182137523,
i01.png,i01_05_5.png,high_frequency_noise,5,3.13889,-2.767657107,2.767657107,0.4193,0.5807,1,3.5186351537017817,
i01.png,i01_06_1.png,impulse_noise,1,4.0,-1.507473861,1.507473861,0.9757,0.02429999999999999,1,0.8091092757332776,
i01.png,i01_06_2.png,impulse_noise,2,3.89189,-1.68443084,1.68443084,0.9486,0.0514,1,0.8750739602666266,
i01.png,i01_06_3.png,impulse_noise,3,3.72973,-2.17178529,2.17178529,0.9057,0.09430000000000005,1,1.0548381682656935,
i01.png,i01_06_4.png,impulse_noise,4,3.48571,-2.300814706,2.300814706,0.8348,0.1652,1,1.6563549746759805,
i01.png,i01_06_5.png,impulse_noise,5,2.94444,-3.160037916,3.160037916,0.7225,0.27749999999999997,1,2.9341881664911176,
i01.png,i01_07_1.png,quantization_noise,1,5.08333,-0.324107309,0.324107309,0.9687,0.031299999999999994,1,0.8235014064476824,
i01.png,i01_07_2.png,quantization_noise,2,4.75,-0.847549575,0.847549575,0.9295,0.07050000000000001,1,0.9414907718313529,
i01.png,i01_07_3.png,quantization_noise,3,4.0,-1.615962525,1.615962525,0.9063,0.0937,1,1.0514994607805006,
i01.png,i01_07_4.png,quantization_noise,4,3.22222,-2.568082422,2.568082422,0.8553,0.14470000000000005,1,1.4397906593579586,
i01.png,i01_07_5.png,quantization_noise,5,2.19444,-3.832276997,3.832276997,0.7806,0.21940000000000004,1,2.3206104097975193,
i01.png,i01_08_1.png,gaussian_blur,1,5.18919,-0.325920964,0.325920964,0.9691,0.03090000000000004,1,0.8226341027839996,
i01.png,i01_08_2.png,gaussian_blur,2,4.47222,-0.972117158,0.972117158,0.8992,0.1008,1,1.0927468386672674,
i01.png,i01_08_3.png,gaussian_blur,3,3.48649,-2.196330347,2.196330347,0.7418,0.2582,1,2.758152153697039,
i01.png,i01_08_4.png,gaussian_blur,4,3.0,-3.042865228,3.042865228,0.5433,0.4567,1,3.491833120979705,
i01.png,i01_08_5.png,gaussian_blur,5,2.11111,-4.083968171,4.083968171,0.3859,0.6141,1,3.5201323833298312,
i01.png,i01_09_1.png,image_denoising,1,6.08333,0.304521081,-0.304521081,0.9549,0.04510000000000003,1,0.8571091871633667,
i01.png,i01_09_2.png,image_denoising,2,5.16667,-0.349252549,0.349252549,0.9093,0.0907,1,1.0352022771461438,
i01.png,i01_09_3.png,image_denoising,3,4.42857,-1.136595351,1.136595351,0.7997,0.20030000000000003,1,2.081762747958223,
i01.png,i01_09_4.png,image_denoising,4,2.81081,-3.050853714,3.050853714,0.6459,0.35409999999999997,1,3.344328770147392,
i01.png,i01_09_5.png,image_denoising,5,1.54054,-4.930595119,4.930595119,0.4397,0.5603,1,3.5171734271806008,
i01.png,i01_10_1.png,JPEG_compression,1,5.97297,0.232889224,-0.232889224,0.9534,0.046599999999999975,1,0.8612268651641735,
i01.png,i01_10_2.png,JPEG_compression,2,5.94595,0.190651383,-0.190651383,0.913,0.08699999999999997,1,1.015993703753293,
i01.png,i01_10_3.png,JPEG_compression,3,4.91667,-0.607514348,0.607514348,0.8273,0.17269999999999996,1,1.7428183546868479,
i01.png,i01_10_4.png,JPEG_compression,4,3.21622,-2.792865028,2.792865028,0.6761,0.32389999999999997,1,3.2307620355061655,
i01.png,i01_10_5.png,JPEG_compression,5,2.08108,-4.170779902,4.170779902,0.5432,0.4568,1,3.4918862078046295,
i01.png,i01_11_1.png,JPEG2000_compression,1,5.91429,0.088606555,-0.088606555,0.9472,0.05279999999999996,1,0.8793118540228699,
i01.png,i01_11_2.png,JPEG2000_compression,2,5.67568,-0.048344124,0.048344124,0.8951,0.1049,1,1.1183414813900223,
i01.png,i01_11_3.png,JPEG2000_compression,3,4.69444,-0.674189526,0.674189526,0.8147,0.18530000000000002,1,1.8945813355691712,
i01.png,i01_11_4.png,JPEG2000_compression,4,3.67568,-2.283154966,2.283154966,0.6387,0.36129999999999995,1,3.3645254093123818,
i01.png,i01_11_5.png,JPEG2000_compression,5,1.45946,-5.081500998,5.081500998,0.3939,0.6061000000000001,1,3.5198502041966018,
i01.png,i01_12_1.png,JPEG_transmission_errors,1,5.94595,0.237379419,-0.237379419,0.9327,0.06730000000000003,1,0.9289899433180469,
i01.png,i01_12_2.png,JPEG_transmission_errors,2,5.86486,0.148800755,-0.148800755,0.9185,0.08150000000000002,1,0.9891947366987733,
i01.png,i01_12_3.png,JPEG_transmission_errors,3,4.21622,-1.452828594,1.452828594,0.8119,0.18810000000000004,1,1.9291453444031486,
i01.png,i01_12_4.png,JPEG_transmission_errors,4,3.83333,-1.684811772,1.684811772,0.6731,0.32689999999999997,1,3.244430820255099,
i01.png,i01_12_5.png,JPEG_transmission_errors,5,3.43243,-2.240702535,2.240702535,0.4822,0.5178,1,3.5117551335435797,
i01.png,i01_13_1.png,JPEG2000_transmission_errors,1,5.45946,-0.118007691,0.118007691,0.959,0.041000000000000036,1,0.8463399367421781,
i01.png,i01_13_2.png,JPEG2000_transmission_errors,2,3.91429,-1.614873346,1.614873346,0.8972,0.1028,1,1.1050662169235288,
i01.png,i01_13_3.png,JPEG2000_transmission_errors,3,3.27778,-2.417397932,2.417397932,0.8187,0.18130000000000002,1,1.8456655803719775,
i01.png,i01_13_4.png,JPEG2000_transmission_errors,4,3.16667,-2.418521526,2.418521526,0.7066,0.2934,1,3.055250943424358,
i01.png,i01_13_5.png,JPEG2000_transmission_errors,5,3.10811,-2.760355459,2.760355459,0.7106,0.2894,1,3.0268140941785573,
i01.png,i01_14_1.png,non_eccentricity_pattern_noise,1,5.69444,0.055210039,-0.055210039,0.9701,0.029900000000000038,1,0.8204903051326647,
i01.png,i01_14_2.png,non_eccentricity_pattern_noise,2,6.05405,0.288567303,-0.288567303,0.9598,0.040200000000000014,1,0.8443191514961742,
i01.png,i01_14_3.png,non_eccentricity_pattern_noise,3,5.75676,0.045920824,-0.045920824,0.9278,0.07220000000000004,1,0.9483756208386658,
i01.png,i01_14_4.png,non_eccentricity_pattern_noise,4,5.55556,-0.017791389,0.017791389,0.8877,0.11229999999999996,1,1.1679605844830907,
i01.png,i01_14_5.png,non_eccentricity_pattern_noise,5,4.47059,-0.839453567,0.839453567,0.8493,0.15069999999999995,1,1.4998612443272903,
i01.png,i01_15_1.png,local_block_wise_distortions_of_different_intensity,1,2.83333,-3.032553818,3.032553818,0.9519,0.04810000000000003,1,0.8654428499405267,
i01.png,i01_15_2.png,local_block_wise_distortions_of_different_intensity,2,2.82857,-2.845784063,2.845784063,0.9584,0.04159999999999997,1,0.8478725044558153,
i01.png,i01_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.10811,-2.692728976,2.692728976,0.967,0.03300000000000003,1,0.82725076722058,
i01.png,i01_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.58333,-2.23353737,2.23353737,0.9756,0.024399999999999977,1,0.8093035113093207,
i01.png,i01_15_5.png,local_block_wise_distortions_of_different_intensity,5,3.89189,-1.855328687,1.855328687,0.9875,0.012499999999999956,1,0.7882969950704105,
i01.png,i01_16_1.png,intensity_shift,1,5.80556,0.209282663,-0.209282663,0.998,0.0020000000000000018,1,0.7729176468147982,
i01.png,i01_16_2.png,intensity_shift,2,6.05405,0.275607855,-0.275607855,0.9955,0.0044999999999999485,1,0.776337720062983,
i01.png,i01_16_3.png,intensity_shift,3,4.88889,-0.486261066,0.486261066,0.98,0.020000000000000018,1,0.8010518004045947,
i01.png,i01_16_4.png,intensity_shift,4,5.02778,-0.349536038,0.349536038,0.973,0.027000000000000024,1,0.8144668261503755,
i01.png,i01_16_5.png,intensity_shift,5,4.19444,-1.480785642,1.480785642,0.9106,0.08940000000000003,1,1.0283425322761395,
i01.png,i01_17_1.png,contrast_change,1,5.35135,-0.24143027,0.24143027,0.9948,0.005199999999999982,1,0.7773213796054914,
i01.png,i01_17_2.png,contrast_change,2,6.62162,0.640740263,-0.640740263,0.9837,0.01629999999999998,1,0.7945613384965348,
i01.png,i01_17_3.png,contrast_change,3,4.08108,-1.388901972,1.388901972,0.9665,0.033499999999999974,1,0.8283732769125602,
i01.png,i01_17_4.png,contrast_change,4,6.24324,0.267461608,-0.267461608,0.9356,0.06440000000000001,1,0.9181635477960355,
i01.png,i01_17_5.png,contrast_change,5,2.97143,-2.801861955,2.801861955,0.8465,0.15349999999999997,1,1.5288723551223582,
i01.png,i01_18_1.png,change_of_color_saturation,1,4.62162,-0.970268394,0.970268394,1.0,0.0,1,0.7702833865223742,
i01.png,i01_18_2.png,change_of_color_saturation,2,4.22222,-1.299601163,1.299601163,1.0,0.0,1,0.7702833865223742,
i01.png,i01_18_3.png,change_of_color_saturation,3,3.77143,-1.690395502,1.690395502,1.0,0.0,1,0.7702833865223742,
i01.png,i01_18_4.png,change_of_color_saturation,4,3.47222,-2.263759845,2.263759845,1.0,0.0,1,0.7702833865223742,
i01.png,i01_18_5.png,change_of_color_saturation,5,3.41667,-2.5917398,2.5917398,1.0,0.0,1,0.7702833865223742,
i01.png,i01_19_1.png,multiplicative_gaussian_noise,1,5.94444,0.210499417,-0.210499417,0.9685,0.03149999999999997,1,0.8239371712817137,
i01.png,i01_19_2.png,multiplicative_gaussian_noise,2,5.47222,-0.033119957,0.033119957,0.9409,0.05910000000000004,1,0.8995576334816808,
i01.png,i01_19_3.png,multiplicative_gaussian_noise,3,5.08108,-0.440357246,0.440357246,0.8937,0.10629999999999995,1,1.1273873388026106,
i01.png,i01_19_4.png,multiplicative_gaussian_noise,4,4.52778,-0.891005869,0.891005869,0.8179,0.18210000000000004,1,1.8554007127732712,
i01.png,i01_19_5.png,multiplicative_gaussian_noise,5,3.94444,-1.619521983,1.619521983,0.7127,0.2873,1,3.0113466651467187,
i01.png,i01_20_1.png,comfort_noise,1,5.85714,0.246018816,-0.246018816,0.9456,0.054400000000000004,1,0.8842691065705761,
i01.png,i01_20_2.png,comfort_noise,2,5.83333,0.139549627,-0.139549627,0.8979,0.10209999999999997,1,1.1007187249439496,
i01.png,i01_20_3.png,comfort_noise,3,6.02778,0.213557751,-0.213557751,0.8149,0.18510000000000004,1,1.892121967941978,
i01.png,i01_20_4.png,comfort_noise,4,5.08333,-0.330553394,0.330553394,0.6537,0.34630000000000005,1,3.319737689751542,
i01.png,i01_20_5.png,comfort_noise,5,4.33333,-1.145986619,1.145986619,0.3874,0.6126,1,3.520082488115416,
i01.png,i01_21_1.png,lossy_compression_of_noisy_images,1,5.7027,0.050171136,-0.050171136,0.9492,0.050799999999999956,1,0.8732857633592875,
i01.png,i01_21_2.png,lossy_compression_of_noisy_images,2,5.27778,-0.336121476,0.336121476,0.9056,0.09440000000000004,1,1.055397214400527,
i01.png,i01_21_3.png,lossy_compression_of_noisy_images,3,4.67568,-0.836751563,0.836751563,0.833,0.16700000000000004,1,1.6767963474844518,
i01.png,i01_21_4.png,lossy_compression_of_noisy_images,4,4.05714,-1.392080267,1.392080267,0.718,0.28200000000000003,1,2.9706416243780636,
i01.png,i01_21_5.png,lossy_compression_of_noisy_images,5,3.05405,-2.799501941,2.799501941,0.5594,0.4406,1,3.4819604734639746,
i01.png,i01_22_1.png,image_color_quantization_with_dither,1,5.55556,-0.038368643,0.038368643,0.9521,0.047900000000000054,1,0.8648749669255247,
i01.png,i01_22_2.png,image_color_quantization_with_dither,2,5.18919,-0.393401178,0.393401178,0.9046,0.09540000000000004,1,1.0610286369929025,
i01.png,i01_22_3.png,image_color_quantization_with_dither,3,4.30556,-1.251489758,1.251489758,0.8424,0.15759999999999996,1,1.5724300904737685,
i01.png,i01_22_4.png,image_color_quantization_with_dither,4,3.16216,-2.659694447,2.659694447,0.792,0.20799999999999996,1,2.1786413751320053,
i01.png,i01_22_5.png,image_color_quantization_with_dither,5,2.19444,-4.033748366,4.033748366,0.558,0.44199999999999995,1,3.482932657199621,
i01.png,i01_23_1.png,chromatic_aberrations,1,6.28571,0.378715773,-0.378715773,0.9936,0.006399999999999961,1,0.7790347754250598,
i01.png,i01_23_2.png,chromatic_aberrations,2,5.61111,-0.043595892,0.043595892,0.979,0.02100000000000002,1,0.8028751053646566,
i01.png,i01_23_3.png,chromatic_aberrations,3,5.77778,0.13437471,-0.13437471,0.9569,0.04310000000000003,1,0.8517684543267052,
i01.png,i01_23_4.png,chromatic_aberrations,4,4.80556,-0.696250749,0.696250749,0.9189,0.08109999999999995,1,0.9873251064495869,
i01.png,i01_23_5.png,chromatic_aberrations,5,2.40541,-3.816702076,3.816702076,0.4486,0.5514,1,3.516349854216899,
i01.png,i01_24_1.png,sparse_sampling_and_reconstruction,1,5.7027,0.031616727,-0.031616727,0.945,0.05500000000000005,1,0.8861599020256159,
i01.png,i01_24_2.png,sparse_sampling_and_reconstruction,2,5.58333,0.076284169,-0.076284169,0.8883,0.11170000000000002,1,1.1637699641493575,
i01.png,i01_24_3.png,sparse_sampling_and_reconstruction,3,5.10811,-0.607179435,0.607179435,0.7823,0.2177,1,2.299643119153672,
i01.png,i01_24_4.png,sparse_sampling_and_reconstruction,4,3.08108,-2.747077821,2.747077821,0.6123,0.38770000000000004,1,3.4215057585083493,
i01.png,i01_24_5.png,sparse_sampling_and_reconstruction,5,0.45946,-5.781255702,5.781255702,0.4127,0.5872999999999999,1,3.519005375231351,
i02.png,i02_01_1.png,additive_gaussian_noise,1,5.74286,0.145255143,-0.145255143,0.9172,0.08279999999999998,2,1.003533816547851,0.5821872721695662
i02.png,i02_01_2.png,additive_gaussian_noise,2,5.34286,-0.129375535,0.129375535,0.851,0.14900000000000002,2,1.4989687653984562,0.9870725392023338
i02.png,i02_01_3.png,additive_gaussian_noise,3,5.22222,-0.511855511,0.511855511,0.7485,0.25149999999999995,2,2.6819403648942197,1.5326177731298891
i02.png,i02_01_4.png,additive_gaussian_noise,4,4.19444,-1.480440657,1.480440657,0.6146,0.38539999999999996,2,3.4050207668430033,2.108491963597439
i02.png,i02_01_5.png,additive_gaussian_noise,5,3.97297,-1.992764721,1.992764721,0.4646,0.5354,2,3.5080620390030868,2.596303149481546
i02.png,i02_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,6.05556,0.407129263,-0.407129263,0.9763,0.023700000000000054,2,0.8049472242094677,
i02.png,i02_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,6.05405,0.273730431,-0.273730431,0.9557,0.044300000000000006,2,0.8554983708625715,
i02.png,i02_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.88889,0.239068268,-0.239068268,0.9171,0.08289999999999997,2,1.004031741961605,
i02.png,i02_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,5.2973,-0.401734856,0.401734856,0.8526,0.14739999999999998,2,1.4829052368110984,
i02.png,i02_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.38889,-1.377390056,1.377390056,0.7501,0.2499,2,2.6655151512141666,
i02.png,i02_03_1.png,spatially_correlated_noise,1,4.8,-0.559274137,0.559274137,0.9335,0.0665,2,0.9308287754677216,
i02.png,i02_03_2.png,spatially_correlated_noise,2,4.43243,-1.358203515,1.358203515,0.8794,0.12060000000000004,2,1.2437901571498258,
i02.png,i02_03_3.png,spatially_correlated_noise,3,3.83784,-2.100600355,2.100600355,0.7916,0.20840000000000003,2,2.1889105874599792,
i02.png,i02_03_4.png,spatially_correlated_noise,4,3.52778,-2.898392435,2.898392435,0.666,0.33399999999999996,2,3.259182852312411,
i02.png,i02_03_5.png,spatially_correlated_noise,5,2.91892,-3.620691161,3.620691161,0.5235,0.47650000000000003,2,3.49289998353389,
i02.png,i02_04_1.png,masked_noise,1,6.28571,0.585109929,-0.585109929,0.9633,0.036699999999999955,2,0.8349505326190281,
i02.png,i02_04_2.png,masked_noise,2,6.16216,0.306825948,-0.306825948,0.9309,0.06910000000000005,2,0.941348799777645,
i02.png,i02_04_3.png,masked_noise,3,5.19444,-0.18845683,0.18845683,0.8737,0.12629999999999997,2,1.2897779984359956,
i02.png,i02_04_4.png,masked_noise,4,4.74286,-0.669327847,0.669327847,0.7777,0.22230000000000005,2,2.3569336850614255,
i02.png,i02_04_5.png,masked_noise,5,4.28571,-1.492089434,1.492089434,0.6348,0.36519999999999997,2,3.360801661136605,
i02.png,i02_05_1.png,high_frequency_noise,1,6.11765,0.450648621,-0.450648621,0.9143,0.0857,2,1.018246046028563,
i02.png,i02_05_2.png,high_frequency_noise,2,6.11111,0.335096799,-0.335096799,0.8472,0.15280000000000005,2,1.537872044894943,
i02.png,i02_05_3.png,high_frequency_noise,3,5.43243,-0.188010815,0.188010815,0.6583,0.3417,2,3.2887591237522926,
i02.png,i02_05_4.png,high_frequency_noise,4,4.37838,-1.519697652,1.519697652,0.416,0.5840000000000001,2,3.512959715143293,
i02.png,i02_05_5.png,high_frequency_noise,5,3.41667,-2.860816388,2.860816388,0.2168,0.7832,2,3.5165602350432974,
i02.png,i02_06_1.png,impulse_noise,1,4.55556,-1.143351666,1.143351666,0.9438,0.05620000000000003,2,0.8928102063414551,
i02.png,i02_06_2.png,impulse_noise,2,4.27778,-1.464519111,1.464519111,0.9032,0.0968,2,1.0799743244026783,
i02.png,i02_06_3.png,impulse_noise,3,3.72973,-2.296756657,2.296756657,0.8157,0.18430000000000002,2,1.894260822030363,
i02.png,i02_06_4.png,impulse_noise,4,3.48571,-2.659752864,2.659752864,0.6748,0.32520000000000004,2,3.221188617259335,
i02.png,i02_06_5.png,impulse_noise,5,3.10811,-3.32611391,3.32611391,0.4969,0.5031,2,3.5016339345297127,
i02.png,i02_07_1.png,quantization_noise,1,5.91429,0.241189273,-0.241189273,0.9388,0.06120000000000003,2,0.910557794450511,
i02.png,i02_07_2.png,quantization_noise,2,5.58333,-0.154455768,0.154455768,0.9178,0.08220000000000005,2,1.0005602102838598,
i02.png,i02_07_3.png,quantization_noise,3,3.76471,-2.067338868,2.067338868,0.8821,0.1179,2,1.2229339124040202,
i02.png,i02_07_4.png,quantization_noise,4,3.75676,-2.299734236,2.299734236,0.8679,0.1321,2,1.3393029338865725,
i02.png,i02_07_5.png,quantization_noise,5,2.85714,-3.581995485,3.581995485,0.8142,0.18579999999999997,2,1.9123486317884963,
i02.png,i02_08_1.png,gaussian_blur,1,6.10811,0.30439632,-0.30439632,0.9813,0.01870000000000005,2,0.7949443728003136,
i02.png,i02_08_2.png,gaussian_blur,2,5.16667,-0.40578203,0.40578203,0.9437,0.05630000000000002,2,0.8931525712454665,
i02.png,i02_08_3.png,gaussian_blur,3,4.54286,-1.177064765,1.177064765,0.8641,0.13590000000000002,2,1.3732345452077133,
i02.png,i02_08_4.png,gaussian_blur,4,3.83784,-2.224679699,2.224679699,0.7676,0.23240000000000005,2,2.4747464985972214,
i02.png,i02_08_5.png,gaussian_blur,5,3.02703,-3.524779059,3.524779059,0.6869,0.31310000000000004,2,3.1609104130654404,
i02.png,i02_09_1.png,image_denoising,1,6.0,0.389032929,-0.389032929,0.9202,0.07979999999999998,2,0.9889026679831077,
i02.png,i02_09_2.png,image_denoising,2,5.51429,-0.035599692,0.035599692,0.885,0.11499999999999999,2,1.2011933113223714,
i02.png,i02_09_3.png,image_denoising,3,4.52778,-0.963157756,0.963157756,0.827,0.17300000000000004,2,1.760552273569028,
i02.png,i02_09_4.png,image_denoising,4,3.64865,-2.491085011,2.491085011,0.7555,0.24450000000000005,2,2.608748201055053,
i02.png,i02_09_5.png,image_denoising,5,2.41667,-4.51971933,4.51971933,0.6821,0.31789999999999996,2,3.185992026687186,
i02.png,i02_10_1.png,JPEG_compression,1,6.0,0.214586785,-0.214586785,0.9423,0.057699999999999974,2,0.8979988861313813,
i02.png,i02_10_2.png,JPEG_compression,2,5.97222,0.303877535,-0.303877535,0.9099,0.09009999999999996,2,1.04166766615641,
i02.png,i02_10_3.png,JPEG_compression,3,5.43243,-0.248628508,0.248628508,0.8437,0.1563,2,1.5746111884149938,
i02.png,i02_10_4.png,JPEG_compression,4,3.5,-2.609473158,2.609473158,0.749,0.251,2,2.676827357561108,
i02.png,i02_10_5.png,JPEG_compression,5,2.71429,-4.260526623,4.260526623,0.6876,0.3124,2,3.15711943685231,
i02.png,i02_11_1.png,JPEG2000_compression,1,5.91667,0.043019275,-0.043019275,0.8877,0.11229999999999996,2,1.181563065575714,
i02.png,i02_11_2.png,JPEG2000_compression,2,4.80556,-0.709011698,0.709011698,0.8153,0.18469999999999998,2,1.8990778867646885,
i02.png,i02_11_3.png,JPEG2000_compression,3,2.97297,-3.640162965,3.640162965,0.7071,0.29290000000000005,2,3.037029341008176,
i02.png,i02_11_4.png,JPEG2000_compression,4,1.91892,-5.548257195,5.548257195,0.6517,0.34830000000000005,2,3.311607064096164,
i02.png,i02_11_5.png,JPEG2000_compression,5,1.27778,-6.7242234,6.7242234,0.6332,0.3668,2,3.364835385873731,
i02.png,i02_12_1.png,JPEG_transmission_errors,1,5.30556,-0.520740138,0.520740138,0.9858,0.01419999999999999,2,0.7865974245317703,
i02.png,i02_12_2.png,JPEG_transmission_errors,2,4.43243,-1.417739313,1.417739313,0.8242,0.17579999999999996,2,1.793199910790121,
i02.png,i02_12_3.png,JPEG_transmission_errors,3,3.08108,-3.401535051,3.401535051,0.7976,0.20240000000000002,2,2.115293697115467,
i02.png,i02_12_4.png,JPEG_transmission_errors,4,2.67568,-4.13695877,4.13695877,0.5014,0.49860000000000004,2,3.500421026853866,
i02.png,i02_12_5.png,JPEG_transmission_errors,5,2.37143,-4.840018669,4.840018669,0.4567,0.5433,2,3.5091613152555707,
i02.png,i02_13_1.png,JPEG2000_transmission_errors,1,4.47222,-1.204723989,1.204723989,0.8562,0.14380000000000004,2,1.4474678159514904,
i02.png,i02_13_2.png,JPEG2000_transmission_errors,2,4.0,-1.800108115,1.800108115,0.7945,0.20550000000000002,2,2.153365834006783,
i02.png,i02_13_3.png,JPEG2000_transmission_errors,3,3.38889,-2.608569034,2.608569034,0.7404,0.25960000000000005,2,2.7621748504451515,
i02.png,i02_13_4.png,JPEG2000_transmission_errors,4,2.89189,-3.812806949,3.812806949,0.4674,0.5326,2,3.507635102230928,
i02.png,i02_13_5.png,JPEG2000_transmission_errors,5,3.61111,-2.586596358,2.586596358,0.6402,0.3598,2,3.346431090706272,
i02.png,i02_14_1.png,non_eccentricity_pattern_noise,1,5.75,0.017674205,-0.017674205,0.9313,0.06869999999999998,2,0.9397049912380857,
i02.png,i02_14_2.png,non_eccentricity_pattern_noise,2,6.08108,0.309073483,-0.309073483,0.9711,0.028900000000000037,2,0.8162227008597192,
i02.png,i02_14_3.png,non_eccentricity_pattern_noise,3,5.11429,-0.245525417,0.245525417,0.9428,0.05720000000000003,2,0.8962566130700178,
i02.png,i02_14_4.png,non_eccentricity_pattern_noise,4,5.31429,-0.450715887,0.450715887,0.9216,0.07840000000000003,2,0.9822751463717676,
i02.png,i02_14_5.png,non_eccentricity_pattern_noise,5,4.21622,-1.447464576,1.447464576,0.8891,0.1109,2,1.1716147779831576,
i02.png,i02_15_1.png,local_block_wise_distortions_of_different_intensity,1,3.4,-2.750306367,2.750306367,0.9585,0.04149999999999998,2,0.8476489597690102,
i02.png,i02_15_2.png,local_block_wise_distortions_of_different_intensity,2,3.62162,-2.541310596,2.541310596,0.9616,0.03839999999999999,2,0.8393412429491598,
i02.png,i02_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.83333,-2.372303482,2.372303482,0.969,0.031000000000000028,2,0.8210433672197821,
i02.png,i02_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.83784,-2.222912773,2.222912773,0.9782,0.02180000000000004,2,0.8010524832965383,
i02.png,i02_15_5.png,local_block_wise_distortions_of_different_intensity,5,4.2,-1.612724282,1.612724282,0.987,0.013000000000000012,2,0.7844711603817115,
i02.png,i02_16_1.png,intensity_shift,1,5.94595,0.195084591,-0.195084591,0.9965,0.0034999999999999476,2,0.7690124288258217,
