reference_file,distorted_file,distortion_type,distortion_level,mos,jod_quality,jod_distortion
i01.png,i01_08_4.png,gaussian_blur,4,3.0,-3.042865228,3.042865228
i01.png,i01_08_5.png,gaussian_blur,5,2.11111,-4.083968171,4.083968171
i01.png,i01_09_1.png,image_denoising,1,6.08333,0.304521081,-0.304521081
i01.png,i01_09_2.png,image_denoising,2,5.16667,-0.349252549,0.349252549
i01.png,i01_09_3.png,image_denoising,3,4.42857,-1.136595351,1.136595351
i01.png,i01_09_4.png,image_denoising,4,2.81081,-3.050853714,3.050853714
i01.png,i01_09_5.png,image_denoising,5,1.54054,-4.930595119,4.930595119
i01.png,i01_10_1.png,JPEG_compression,1,5.97297,0.232889224,-0.232889224
i01.png,i01_10_2.png,JPEG_compression,2,5.94595,0.190651383,-0.190651383
i01.png,i01_10_3.png,JPEG_compression,3,4.91667,-0.607514348,0.607514348
i01.png,i01_10_4.png,JPEG_compression,4,3.21622,-2.792865028,2.792865028
i01.png,i01_10_5.png,JPEG_compression,5,2.08108,-4.170779902,4.170779902
i01.png,i01_11_1.png,JPEG2000_compression,1,5.91429,0.088606555,-0.088606555
i01.png,i01_11_2.png,JPEG2000_compression,2,5.67568,-0.048344124,0.048344124
i01.png,i01_11_3.png,JPEG2000_compression,3,4.69444,-0.674189526,0.674189526
i01.png,i01_11_4.png,JPEG2000_compression,4,3.67568,-2.283154966,2.283154966
i01.png,i01_11_5.png,JPEG2000_compression,5,1.45946,-5.081500998,5.081500998
i01.png,i01_12_1.png,JPEG_transmission_errors,1,5.94595,0.237379419,-0.237379419
i01.png,i01_12_2.png,JPEG_transmission_errors,2,5.86486,0.148800755,-0.148800755
i01.png,i01_12_3.png,JPEG_transmission_errors,3,4.21622,-1.452828594,1.452828594
i01.png,i01_12_4.png,JPEG_transmission_errors,4,3.83333,-1.684811772,1.684811772
i01.png,i01_12_5.png,JPEG_transmission_errors,5,3.43243,-2.240702535,2.240702535
i01.png,i01_13_1.png,JPEG2000_transmission_errors,1,5.45946,-0.118007691,0.118007691
i01.png,i01_13_2.png,JPEG2000_transmission_errors,2,3.91429,-1.614873346,1.614873346
i01.png,i01_13_3.png,JPEG2000_transmission_errors,3,3.27778,-2.417397932,2.417397932
i01.png,i01_13_4.png,JPEG2000_transmission_errors,4,3.16667,-2.418521526,2.418521526
i01.png,i01_13_5.png,JPEG2000_transmission_errors,5,3.10811,-2.760355459,2.760355459
i01.png,i01_14_1.png,non_eccentricity_pattern_noise,1,5.69444,0.055210039,-0.055210039
i01.png,i01_14_2.png,non_eccentricity_pattern_noise,2,6.05405,0.288567303,-0.288567303
i01.png,i01_14_3.png,non_eccentricity_pattern_noise,3,5.75676,0.045920824,-0.045920824
i01.png,i01_14_4.png,non_eccentricity_pattern_noise,4,5.55556,-0.017791389,0.017791389
i01.png,i01_14_5.png,non_eccentricity_pattern_noise,5,4.47059,-0.839453567,0.839453567
i01.png,i01_15_1.png,local_block_wise_distortions_of_different_intensity,1,2.83333,-3.032553818,3.032553818
i01.png,i01_15_2.png,local_block_wise_distortions_of_different_intensity,2,2.82857,-2.845784063,2.845784063
i01.png,i01_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.10811,-2.692728976,2.692728976
i01.png,i01_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.58333,-2.23353737,2.23353737
i01.png,i01_15_5.png,local_block_wise_distortions_of_different_intensity,5,3.89189,-1.855328687,1.855328687
i01.png,i01_16_1.png,intensity_shift,1,5.80556,0.209282663,-0.209282663
i01.png,i01_16_2.png,intensity_shift,2,6.05405,0.275607855,-0.275607855
i01.png,i01_16_3.png,intensity_shift,3,4.88889,-0.486261066,0.486261066
i01.png,i01_16_4.png,intensity_shift,4,5.02778,-0.349536038,0.349536038
i01.png,i01_16_5.png,intensity_shift,5,4.19444,-1.480785642,1.480785642
i01.png,i01_17_1.png,contrast_change,1,5.35135,-0.24143027,0.24143027
i01.png,i01_17_2.png,contrast_change,2,6.62162,0.640740263,-0.640740263
i01.png,i01_17_3.png,contrast_change,3,4.08108,-1.388901972,1.388901972
i01.png,i01_17_4.png,contrast_change,4,6.24324,0.267461608,-0.267461608
i01.png,i01_17_5.png,contrast_change,5,2.97143,-2.801861955,2.801861955
i01.png,i01_18_1.png,change_of_color_saturation,1,4.62162,-0.970268394,0.970268394
i01.png,i01_18_2.png,change_of_color_saturation,2,4.22222,-1.299601163,1.299601163
i01.png,i01_18_3.png,change_of_color_saturation,3,3.77143,-1.690395502,1.690395502
i01.png,i01_18_4.png,change_of_color_saturation,4,3.47222,-2.263759845,2.263759845
i01.png,i01_18_5.png,change_of_color_saturation,5,3.41667,-2.5917398,2.5917398
i01.png,i01_19_1.png,multiplicative_gaussian_noise,1,5.94444,0.210499417,-0.210499417
i01.png,i01_19_2.png,multiplicative_gaussian_noise,2,5.47222,-0.033119957,0.033119957
i01.png,i01_19_3.png,multiplicative_gaussian_noise,3,5.08108,-0.440357246,0.440357246
i01.png,i01_19_4.png,multiplicative_gaussian_noise,4,4.52778,-0.891005869,0.891005869
i01.png,i01_19_5.png,multiplicative_gaussian_noise,5,3.94444,-1.619521983,1.619521983
i01.png,i01_20_1.png,comfort_noise,1,5.85714,0.246018816,-0.246018816
i01.png,i01_20_2.png,comfort_noise,2,5.83333,0.139549627,-0.139549627
i01.png,i01_20_3.png,comfort_noise,3,6.02778,0.213557751,-0.213557751
i01.png,i01_20_4.png,comfort_noise,4,5.08333,-0.330553394,0.330553394
i01.png,i01_20_5.png,comfort_noise,5,4.33333,-1.145986619,1.145986619
i01.png,i01_21_1.png,lossy_compression_of_noisy_images,1,5.7027,0.050171136,-0.050171136
i01.png,i01_21_2.png,lossy_compression_of_noisy_images,2,5.27778,-0.336121476,0.336121476
i01.png,i01_21_3.png,lossy_compression_of_noisy_images,3,4.67568,-0.836751563,0.836751563
i01.png,i01_21_4.png,lossy_compression_of_noisy_images,4,4.05714,-1.392080267,1.392080267
i01.png,i01_21_5.png,lossy_compression_of_noisy_images,5,3.05405,-2.799501941,2.799501941
i01.png,i01_22_1.png,image_color_quantization_with_dither,1,5.55556,-0.038368643,0.038368643
i01.png,i01_22_2.png,image_color_quantization_with_dither,2,5.18919,-0.393401178,0.393401178
i01.png,i01_22_3.png,image_color_quantization_with_dither,3,4.30556,-1.251489758,1.251489758
i01.png,i01_22_4.png,image_color_quantization_with_dither,4,3.16216,-2.659694447,2.659694447
i01.png,i01_22_5.png,image_color_quantization_with_dither,5,2.19444,-4.033748366,4.033748366
i01.png,i01_23_1.png,chromatic_aberrations,1,6.28571,0.378715773,-0.378715773
i01.png,i01_23_2.png,chromatic_aberrations,2,5.61111,-0.043595892,0.043595892
i01.png,i01_23_3.png,chromatic_aberrations,3,5.77778,0.13437471,-0.13437471
i01.png,i01_23_4.png,chromatic_aberrations,4,4.80556,-0.696250749,0.696250749
i01.png,i01_23_5.png,chromatic_aberrations,5,2.40541,-3.816702076,3.816702076
i01.png,i01_24_1.png,sparse_sampling_and_reconstruction,1,5.7027,0.031616727,-0.031616727
i01.png,i01_24_2.png,sparse_sampling_and_reconstruction,2,5.58333,0.076284169,-0.076284169
i01.png,i01_24_3.png,sparse_sampling_and_reconstruction,3,5.10811,-0.607179435,0.607179435
i01.png,i01_24_4.png,sparse_sampling_and_reconstruction,4,3.08108,-2.747077821,2.747077821
i01.png,i01_24_5.png,sparse_sampling_and_reconstruction,5,0.45946,-5.781255702,5.781255702
i02.png,i02_01_1.png,additive_gaussian_noise,1,5.74286,0.145255143,-0.145255143
i02.png,i02_01_2.png,additive_gaussian_noise,2,5.34286,-0.129375535,0.129375535
i02.png,i02_01_3.png,additive_gaussian_noise,3,5.22222,-0.511855511,0.511855511
i02.png,i02_01_4.png,additive_gaussian_noise,4,4.19444,-1.480440657,1.480440657
i02.png,i02_01_5.png,additive_gaussian_noise,5,3.97297,-1.992764721,1.992764721
i02.png,i02_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,6.05556,0.407129263,-0.407129263
i02.png,i02_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,6.05405,0.273730431,-0.273730431
i02.png,i02_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.88889,0.239068268,-0.239068268
i02.png,i02_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,5.2973,-0.401734856,0.401734856
i02.png,i02_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.38889,-1.377390056,1.377390056
i02.png,i02_03_1.png,spatially_correlated_noise,1,4.8,-0.559274137,0.559274137
i02.png,i02_03_2.png,spatially_correlated_noise,2,4.43243,-1.358203515,1.358203515
i02.png,i02_03_3.png,spatially_correlated_noise,3,3.83784,-2.100600355,2.100600355
i02.png,i02_03_4.png,spatially_correlated_noise,4,3.52778,-2.898392435,2.898392435
i02.png,i02_03_5.png,spatially_correlated_noise,5,2.91892,-3.620691161,3.620691161
i02.png,i02_04_1.png,masked_noise,1,6.28571,0.585109929,-0.585109929
i02.png,i02_04_2.png,masked_noise,2,6.16216,0.306825948,-0.306825948
i02.png,i02_04_3.png,masked_noise,3,5.19444,-0.18845683,0.18845683
i02.png,i02_04_4.png,masked_noise,4,4.74286,-0.669327847,0.669327847
i02.png,i02_04_5.png,masked_noise,5,4.28571,-1.492089434,1.492089434
i02.png,i02_05_1.png,high_frequency_noise,1,6.11765,0.450648621,-0.450648621
i02.png,i02_05_2.png,high_frequency_noise,2,6.11111,0.335096799,-0.335096799
i02.png,i02_05_3.png,high_frequency_noise,3,5.43243,-0.188010815,0.188010815
i02.png,i02_05_4.png,high_frequency_noise,4,4.37838,-1.519697652,1.519697652
i02.png,i02_05_5.png,high_frequency_noise,5,3.41667,-2.860816388,2.860816388
i02.png,i02_06_1.png,impulse_noise,1,4.55556,-1.143351666,1.143351666
i02.png,i02_06_2.png,impulse_noise,2,4.27778,-1.464519111,1.464519111
i02.png,i02_06_3.png,impulse_noise,3,3.72973,-2.296756657,2.296756657
i02.png,i02_06_4.png,impulse_noise,4,3.48571,-2.659752864,2.659752864
i02.png,i02_06_5.png,impulse_noise,5,3.10811,-3.32611391,3.32611391
i02.png,i02_07_1.png,quantization_noise,1,5.91429,0.241189273,-0.241189273
i02.png,i02_07_2.png,quantization_noise,2,5.58333,-0.154455768,0.154455768
i02.png,i02_07_3.png,quantization_noise,3,3.76471,-2.067338868,2.067338868
i02.png,i02_07_4.png,quantization_noise,4,3.75676,-2.299734236,2.299734236
i02.png,i02_07_5.png,quantization_noise,5,2.85714,-3.581995485,3.581995485
i02.png,i02_08_1.png,gaussian_blur,1,6.10811,0.30439632,-0.30439632
i02.png,i02_08_2.png,gaussian_blur,2,5.16667,-0.40578203,0.40578203
i02.png,i02_08_3.png,gaussian_blur,3,4.54286,-1.177064765,1.177064765
i02.png,i02_08_4.png,gaussian_blur,4,3.83784,-2.224679699,2.224679699
i02.png,i02_08_5.png,gaussian_blur,5,3.02703,-3.524779059,3.524779059
i02.png,i02_09_1.png,image_denoising,1,6.0,0.389032929,-0.389032929
i02.png,i02_09_2.png,image_denoising,2,5.51429,-0.035599692,0.035599692
i02.png,i02_09_3.png,image_denoising,3,4.52778,-0.963157756,0.963157756
i02.png,i02_09_4.png,image_denoising,4,3.64865,-2.491085011,2.491085011
i02.png,i02_09_5.png,image_denoising,5,2.41667,-4.51971933,4.51971933
i02.png,i02_10_1.png,JPEG_compression,1,6.0,0.214586785,-0.214586785
i02.png,i02_10_2.png,JPEG_compression,2,5.97222,0.303877535,-0.303877535
i02.png,i02_10_3.png,JPEG_compression,3,5.43243,-0.248628508,0.248628508
i02.png,i02_10_4.png,JPEG_compression,4,3.5,-2.609473158,2.609473158
i02.png,i02_10_5.png,JPEG_compression,5,2.71429,-4.260526623,4.260526623
i02.png,i02_11_1.png,JPEG2000_compression,1,5.91667,0.043019275,-0.043019275
i02.png,i02_11_2.png,JPEG2000_compression,2,4.80556,-0.709011698,0.709011698
i02.png,i02_11_3.png,JPEG2000_compression,3,2.97297,-3.640162965,3.640162965
i02.png,i02_11_4.png,JPEG2000_compression,4,1.91892,-5.548257195,5.548257195
i02.png,i02_11_5.png,JPEG2000_compression,5,1.27778,-6.7242234,6.7242234
i02.png,i02_12_1.png,JPEG_transmission_errors,1,5.30556,-0.520740138,0.520740138
i02.png,i02_12_2.png,JPEG_transmission_errors,2,4.43243,-1.417739313,1.417739313
i02.png,i02_12_3.png,JPEG_transmission_errors,3,3.08108,-3.401535051,3.401535051
i02.png,i02_12_4.png,JPEG_transmission_errors,4,2.67568,-4.13695877,4.13695877
i02.png,i02_12_5.png,JPEG_transmission_errors,5,2.37143,-4.840018669,4.840018669
i02.png,i02_13_1.png,JPEG2000_transmission_errors,1,4.47222,-1.204723989,1.204723989
i02.png,i02_13_2.png,JPEG2000_transmission_errors,2,4.0,-1.800108115,1.800108115
i02.png,i02_13_3.png,JPEG2000_transmission_errors,3,3.38889,-2.608569034,2.608569034
i02.png,i02_13_4.png,JPEG2000_transmission_errors,4,2.89189,-3.812806949,3.812806949
i02.png,i02_13_5.png,JPEG2000_transmission_errors,5,3.61111,-2.586596358,2.586596358
i02.png,i02_14_1.png,non_eccentricity_pattern_noise,1,5.75,0.017674205,-0.017674205
i02.png,i02_14_2.png,non_eccentricity_pattern_noise,2,6.08108,0.309073483,-0.309073483
i02.png,i02_14_3.png,non_eccentricity_pattern_noise,3,5.11429,-0.245525417,0.245525417
i02.png,i02_14_4.png,non_eccentricity_pattern_noise,4,5.31429,-0.450715887,0.450715887
i02.png,i02_14_5.png,non_eccentricity_pattern_noise,5,4.21622,-1.447464576,1.447464576
i02.png,i02_15_1.png,local_block_wise_distortions_of_different_intensity,1,3.4,-2.750306367,2.750306367
i02.png,i02_15_2.png,local_block_wise_distortions_of_different_intensity,2,3.62162,-2.541310596,2.541310596
i02.png,i02_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.83333,-2.372303482,2.372303482
i02.png,i02_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.83784,-2.222912773,2.222912773
i02.png,i02_15_5.png,local_block_wise_distortions_of_different_intensity,5,4.2,-1.612724282,1.612724282
i02.png,i02_16_1.png,intensity_shift,1,5.94595,0.195084591,-0.195084591
i02.png,i02_16_2.png,intensity_shift,2,6.08333,0.265019496,-0.265019496
i02.png,i02_16_3.png,intensity_shift,3,5.32432,-0.338056031,0.338056031
i02.png,i02_16_4.png,intensity_shift,4,5.13889,-0.594761212,0.594761212
i02.png,i02_16_5.png,intensity_shift,5,4.56757,-1.229159177,1.229159177
i02.png,i02_17_1.png,contrast_change,1,5.91667,0.131484504,-0.131484504
i02.png,i02_17_2.png,contrast_change,2,5.68571,0.044360521,-0.044360521
i02.png,i02_17_3.png,contrast_change,3,4.83784,-1.038131365,1.038131365
i02.png,i02_17_4.png,contrast_change,4,4.77143,-0.880060514,0.880060514
i02.png,i02_17_5.png,contrast_change,5,3.91667,-2.246902083,2.246902083
i02.png,i02_18_1.png,change_of_color_saturation,1,5.97222,0.276471579,-0.276471579
i02.png,i02_18_2.png,change_of_color_saturation,2,5.59459,-0.154889492,0.154889492
i02.png,i02_18_3.png,change_of_color_saturation,3,4.82857,-0.671616011,0.671616011
i02.png,i02_18_4.png,change_of_color_saturation,4,4.91892,-0.71918253,0.71918253
i02.png,i02_18_5.png,change_of_color_saturation,5,4.54286,-1.225517905,1.225517905
i02.png,i02_19_1.png,multiplicative_gaussian_noise,1,5.77778,0.158968086,-0.158968086
i02.png,i02_19_2.png,multiplicative_gaussian_noise,2,5.43243,-0.218542231,0.218542231
i02.png,i02_19_3.png,multiplicative_gaussian_noise,3,4.83333,-0.745884411,0.745884411
i02.png,i02_19_4.png,multiplicative_gaussian_noise,4,4.22222,-1.4335917,1.4335917
i02.png,i02_19_5.png,multiplicative_gaussian_noise,5,3.75676,-2.311226174,2.311226174
i02.png,i02_20_1.png,comfort_noise,1,6.05405,0.282658593,-0.282658593
i02.png,i02_20_2.png,comfort_noise,2,6.17143,0.399294566,-0.399294566
i02.png,i02_20_3.png,comfort_noise,3,5.30556,-0.273786159,0.273786159
i02.png,i02_20_4.png,comfort_noise,4,4.0,-1.610925983,1.610925983
i02.png,i02_20_5.png,comfort_noise,5,2.80556,-3.572963224,3.572963224
i02.png,i02_21_1.png,lossy_compression_of_noisy_images,1,5.97297,0.254873439,-0.254873439
i02.png,i02_21_2.png,lossy_compression_of_noisy_images,2,5.2973,-0.260389426,0.260389426
i02.png,i02_21_3.png,lossy_compression_of_noisy_images,3,4.6,-1.021235287,1.021235287
i02.png,i02_21_4.png,lossy_compression_of_noisy_images,4,3.27778,-3.040314824,3.040314824
i02.png,i02_21_5.png,lossy_compression_of_noisy_images,5,2.36111,-4.968619256,4.968619256
i02.png,i02_22_1.png,image_color_quantization_with_dither,1,5.51351,-0.184901728,0.184901728
i02.png,i02_22_2.png,image_color_quantization_with_dither,2,5.24324,-0.235552565,0.235552565
i02.png,i02_22_3.png,image_color_quantization_with_dither,3,4.48571,-1.32677548,1.32677548
i02.png,i02_22_4.png,image_color_quantization_with_dither,4,3.80556,-2.266274019,2.266274019
i02.png,i02_22_5.png,image_color_quantization_with_dither,5,2.22222,-4.996336849,4.996336849
i02.png,i02_23_1.png,chromatic_aberrations,1,6.77778,0.55897476,-0.55897476
i02.png,i02_23_2.png,chromatic_aberrations,2,5.54054,-0.231031806,0.231031806
i02.png,i02_23_3.png,chromatic_aberrations,3,3.44444,-2.653229132,2.653229132
i02.png,i02_23_4.png,chromatic_aberrations,4,2.16216,-4.968998142,4.968998142
i02.png,i02_23_5.png,chromatic_aberrations,5,0.81081,-7.238576143,7.238576143
i02.png,i02_24_1.png,sparse_sampling_and_reconstruction,1,6.08108,0.275185096,-0.275185096
i02.png,i02_24_2.png,sparse_sampling_and_reconstruction,2,4.91667,-0.876974284,0.876974284
i02.png,i02_24_3.png,sparse_sampling_and_reconstruction,3,3.0,-3.296905393,3.296905393
i02.png,i02_24_4.png,sparse_sampling_and_reconstruction,4,2.11111,-5.271417809,5.271417809
i02.png,i02_24_5.png,sparse_sampling_and_reconstruction,5,0.89189,-7.049672893,7.049672893
i03.png,i03_01_1.png,additive_gaussian_noise,1,5.76923,-0.446073244,0.446073244
i03.png,i03_01_2.png,additive_gaussian_noise,2,5.10526,-0.891741592,0.891741592
i03.png,i03_01_3.png,additive_gaussian_noise,3,4.68421,-1.398164394,1.398164394
i03.png,i03_01_4.png,additive_gaussian_noise,4,4.25,-1.975047584,1.975047584
i03.png,i03_01_5.png,additive_gaussian_noise,5,3.925,-2.511081324,2.511081324
i03.png,i03_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,6.18421,-0.00333606,0.00333606
i03.png,i03_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,6.28205,-0.171660167,0.171660167
i03.png,i03_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.25,-0.851936131,0.851936131
i03.png,i03_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,5.0,-1.240848583,1.240848583
i03.png,i03_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.6,-1.672250234,1.672250234
i03.png,i03_03_1.png,spatially_correlated_noise,1,4.65,-1.639650026,1.639650026
i03.png,i03_03_2.png,spatially_correlated_noise,2,4.07692,-2.268356576,2.268356576
i03.png,i03_03_3.png,spatially_correlated_noise,3,3.85,-2.802140951,2.802140951
i03.png,i03_03_4.png,spatially_correlated_noise,4,3.28205,-3.474191127,3.474191127
i03.png,i03_03_5.png,spatially_correlated_noise,5,2.89474,-4.145727491,4.145727491
i03.png,i03_04_1.png,masked_noise,1,6.38462,0.073206953,-0.073206953
i03.png,i03_04_2.png,masked_noise,2,5.65789,-0.405443604,0.405443604
i03.png,i03_04_3.png,masked_noise,3,5.225,-0.928400829,0.928400829
i03.png,i03_04_4.png,masked_noise,4,4.6,-1.617135993,1.617135993
i03.png,i03_04_5.png,masked_noise,5,3.575,-2.875351534,2.875351534
i03.png,i03_05_1.png,high_frequency_noise,1,6.5,0.217177741,-0.217177741
i03.png,i03_05_2.png,high_frequency_noise,2,5.63158,-0.285404804,0.285404804
i03.png,i03_05_3.png,high_frequency_noise,3,5.3,-1.000248061,1.000248061
i03.png,i03_05_4.png,high_frequency_noise,4,4.30769,-1.986620022,1.986620022
i03.png,i03_05_5.png,high_frequency_noise,5,3.47368,-3.20944002,3.20944002
i03.png,i03_06_1.png,impulse_noise,1,4.81579,-1.229521194,1.229521194
i03.png,i03_06_2.png,impulse_noise,2,4.53846,-1.722515048,1.722515048
i03.png,i03_06_3.png,impulse_noise,3,4.1,-2.304116884,2.304116884
i03.png,i03_06_4.png,impulse_noise,4,3.75,-2.676754116,2.676754116
i03.png,i03_06_5.png,impulse_noise,5,3.5,-3.299443865,3.299443865
i03.png,i03_07_1.png,quantization_noise,1,4.97436,-1.196082126,1.196082126
i03.png,i03_07_2.png,quantization_noise,2,4.1,-2.105090691,2.105090691
i03.png,i03_07_3.png,quantization_noise,3,3.84615,-2.569029003,2.569029003
i03.png,i03_07_4.png,quantization_noise,4,3.825,-2.60843134,2.60843134
i03.png,i03_07_5.png,quantization_noise,5,3.61538,-3.271565235,3.271565235
i03.png,i03_08_1.png,gaussian_blur,1,6.34211,0.113196815,-0.113196815
i03.png,i03_08_2.png,gaussian_blur,2,5.6,-0.533042909,0.533042909
i03.png,i03_08_3.png,gaussian_blur,3,4.47368,-1.604884941,1.604884941
i03.png,i03_08_4.png,gaussian_blur,4,3.75,-2.597056459,2.597056459
i03.png,i03_08_5.png,gaussian_blur,5,2.95,-3.926403159,3.926403159
i03.png,i03_09_1.png,image_denoising,1,6.65,0.28989484,-0.28989484
i03.png,i03_09_2.png,image_denoising,2,6.25641,0.05176494,-0.05176494
i03.png,i03_09_3.png,image_denoising,3,5.475,-0.699127619,0.699127619
i03.png,i03_09_4.png,image_denoising,4,3.74359,-2.552780308,2.552780308
i03.png,i03_09_5.png,image_denoising,5,2.47368,-4.883891971,4.883891971
i03.png,i03_10_1.png,JPEG_compression,1,6.23684,0.161922966,-0.161922966
i03.png,i03_10_2.png,JPEG_compression,2,5.66667,-0.348522148,0.348522148
i03.png,i03_10_3.png,JPEG_compression,3,5.05128,-1.16165483,1.16165483
i03.png,i03_10_4.png,JPEG_compression,4,3.3,-3.435565626,3.435565626
i03.png,i03_10_5.png,JPEG_compression,5,2.48718,-5.036059192,5.036059192
i03.png,i03_11_1.png,JPEG2000_compression,1,5.36842,-0.830515149,0.830515149
i03.png,i03_11_2.png,JPEG2000_compression,2,4.07692,-2.43924016,2.43924016
i03.png,i03_11_3.png,JPEG2000_compression,3,2.84615,-4.096476455,4.096476455
i03.png,i03_11_4.png,JPEG2000_compression,4,1.82051,-5.922049229,5.922049229
i03.png,i03_11_5.png,JPEG2000_compression,5,0.7,-7.571034381,7.571034381
i03.png,i03_12_1.png,JPEG_transmission_errors,1,5.41026,-0.893845787,0.893845787
i03.png,i03_12_2.png,JPEG_transmission_errors,2,4.07895,-2.174554764,2.174554764
i03.png,i03_12_3.png,JPEG_transmission_errors,3,2.84211,-4.015550277,4.015550277
i03.png,i03_12_4.png,JPEG_transmission_errors,4,3.1,-3.937930928,3.937930928
i03.png,i03_12_5.png,JPEG_transmission_errors,5,2.4,-4.993896661,4.993896661
i03.png,i03_13_1.png,JPEG2000_transmission_errors,1,5.12821,-0.999608742,0.999608742
i03.png,i03_13_2.png,JPEG2000_transmission_errors,2,3.64103,-3.218858135,3.218858135
i03.png,i03_13_3.png,JPEG2000_transmission_errors,3,3.925,-2.592559119,2.592559119
i03.png,i03_13_4.png,JPEG2000_transmission_errors,4,2.925,-3.902228722,3.902228722
i03.png,i03_13_5.png,JPEG2000_transmission_errors,5,2.42105,-5.049322705,5.049322705
i03.png,i03_14_1.png,non_eccentricity_pattern_noise,1,5.07692,-1.189101163,1.189101163
i03.png,i03_14_2.png,non_eccentricity_pattern_noise,2,6.0,-0.188549888,0.188549888
i03.png,i03_14_3.png,non_eccentricity_pattern_noise,3,4.85,-1.21178878,1.21178878
