reference_file,distorted_file,distortion_type,distortion_level,mlds_curve_value,mlds_sigma,percept_scale,estimated_mos,jod_distortion,jod_quality
img_03.png,rot_img_03_level_01.png,rotation,1,0.0,0.5101987,0.0,5.4356243992662,0.0,-0.0
img_03.png,rot_img_03_level_02.png,rotation,2,0.1140353,0.5101987,0.2235116,5.31935785319215,0.3313787940217367,-0.3313787940217367
img_03.png,rot_img_03_level_03.png,rotation,3,0.3017437,0.5101987,0.591424,5.12797671679559,0.8768465344774571,-0.8768465344774571
img_03.png,rot_img_03_level_04.png,rotation,4,0.3697524,0.5101987,0.7247224,5.05863738691205,1.0744750380407042,-1.0744750380407042
img_03.png,rot_img_03_level_05.png,rotation,5,0.5653545,0.5101987,1.108107,4.8592079019995,1.642881896541587,-1.642881896541587
img_03.png,rot_img_03_level_06.png,rotation,6,0.6692613,0.5101987,1.311766,4.75326830643983,1.9448271817602192,-1.9448271817602192
img_03.png,rot_img_03_level_07.png,rotation,7,0.7230474,0.5101987,1.417188,4.69842975747763,2.101126072839517,-2.101126072839517
img_03.png,rot_img_03_level_08.png,rotation,8,0.8203215,0.5101987,1.607847,4.59925251831898,2.383797529217577,-2.383797529217577
img_03.png,rot_img_03_level_09.png,rotation,9,0.82315,0.5101987,1.613391,4.59636863340458,2.392017075916971,-2.392017075916971
img_03.png,rot_img_03_level_10.png,rotation,10,1.0,0.5101987,1.960021,4.41605820269025,2.9059314829175684,-2.9059314829175684
img_04.png,rot_img_04_level_01.png,rotation,1,0.0,0.2313753,0.0,5.4356243992662,0.0,-0.0
img_04.png,rot_img_04_level_02.png,rotation,2,0.174229,0.2313753,0.7530149,5.04392015856775,1.116421561307774,-1.116421561307774
img_04.png,rot_img_04_level_03.png,rotation,3,0.2738267,0.2313753,1.183474,4.8200034008552,1.7546211779436989,-1.7546211779436989
img_04.png,rot_img_04_level_04.png,rotation,4,0.4527904,0.2313753,1.956952,4.41765463898216,2.901381376708975,-2.901381376708975
img_04.png,rot_img_04_level_05.png,rotation,5,0.5300549,0.2313753,2.290888,4.2439473892028,3.396475631147861,-3.396475631147861
img_04.png,rot_img_04_level_06.png,rotation,6,0.6178269,0.2313753,2.670237,4.04661714778963,3.958899300135743,-3.958899300135743
img_04.png,rot_img_04_level_07.png,rotation,7,0.7448958,0.2313753,3.219426,3.76093932090341,4.773128129914616,-4.773128129914616
img_04.png,rot_img_04_level_08.png,rotation,8,0.7469838,0.2313753,3.228451,3.75624468501732,4.786508614936629,-4.786508614936629
img_04.png,rot_img_04_level_09.png,rotation,9,0.8325225,0.2313753,3.598148,3.56393523314127,5.334622207311495,-5.334622207311495
img_04.png,rot_img_04_level_10.png,rotation,10,1.0,0.2313753,4.321982,3.18741034981994,6.407780101541279,-6.407780101541279
img_05.png,rot_img_05_level_01.png,rotation,1,0.0,0.5353575,0.0,5.4356243992662,0.0,-0.0
img_05.png,rot_img_05_level_02.png,rotation,2,0.1272727,0.5353575,0.237734,5.31195962721693,0.3524649558142108,-0.3524649558142108
img_05.png,rot_img_05_level_03.png,rotation,3,0.202252,0.5353575,0.3777886,5.23910584869366,0.5601102164861255,-0.5601102164861255
img_05.png,rot_img_05_level_04.png,rotation,4,0.2954605,0.5353575,0.5518938,5.14853958610356,0.8182389722594869,-0.8182389722594869
img_05.png,rot_img_05_level_05.png,rotation,5,0.1972463,0.5353575,0.3684384,5.24396964752603,0.5462475892226544,-0.5462475892226544
img_05.png,rot_img_05_level_06.png,rotation,6,0.5082414,0.5353575,0.9493494,4.94179063065879,1.407507526576962,-1.407507526576962
img_05.png,rot_img_05_level_07.png,rotation,7,0.5513894,0.5353575,1.029946,4.89986578958875,1.5270002245409708,-1.5270002245409708
img_05.png,rot_img_05_level_08.png,rotation,8,0.6847736,0.5353575,1.279096,4.77026262825686,1.8963905672816417,-1.8963905672816417
img_05.png,rot_img_05_level_09.png,rotation,9,0.9163268,0.5353575,1.711617,4.54527330880098,2.5376471614319027,-2.5376471614319027
img_05.png,rot_img_05_level_10.png,rotation,10,1.0,0.5353575,1.867911,4.4639720986978,2.7693689925710174,-2.7693689925710174
img_06.png,rot_img_06_level_01.png,rotation,1,0.0,0.3117372,0.0,5.4356243992662,0.0,-0.0
img_06.png,rot_img_06_level_02.png,rotation,2,0.1273373,0.3117372,0.4084763,5.22314268219153,0.6056078685869598,-0.6056078685869598
img_06.png,rot_img_06_level_03.png,rotation,3,0.07906796,0.3117372,0.2536366,5.30368739268594,0.3760421858542179,-0.3760421858542179
img_06.png,rot_img_06_level_04.png,rotation,4,0.1826956,0.3117372,0.5860563,5.13076889375357,0.8688883705491846,-0.8688883705491846
img_06.png,rot_img_06_level_05.png,rotation,5,0.426649,0.3117372,1.368617,4.72369548153563,2.0291146004844816,-2.0291146004844816
img_06.png,rot_img_06_level_06.png,rotation,6,0.3959727,0.3117372,1.270213,4.7748833984038,1.883220611774656,-1.883220611774656
img_06.png,rot_img_06_level_07.png,rotation,7,0.6223018,0.3117372,1.996238,4.39721879793827,2.959626887465186,-2.959626887465186
img_06.png,rot_img_06_level_08.png,rotation,8,0.7545425,0.3117372,2.420444,4.17655478567274,3.588555644168573,-3.588555644168573
img_06.png,rot_img_06_level_09.png,rotation,9,0.8618937,0.3117372,2.764808,3.99742308569724,4.099110474542036,-4.099110474542036
img_06.png,rot_img_06_level_10.png,rotation,10,1.0,0.3117372,3.20783,3.76697134281312,4.755935874588825,-4.755935874588825
img_07.png,rot_img_07_level_01.png,rotation,1,0.0,0.4523838,0.0,5.4356243992662,0.0,-0.0
img_07.png,rot_img_07_level_02.png,rotation,2,0.09682067,0.4523838,0.2140233,5.32429348905675,0.31731141939189,-0.31731141939189
img_07.png,rot_img_07_level_03.png,rotation,3,0.09693222,0.4523838,0.2142699,5.32416521235764,0.3176770290989735,-0.3176770290989735
img_07.png,rot_img_07_level_04.png,rotation,4,0.1707032,0.4523838,0.3773416,5.2393383697176,0.5594474932944534,-0.5594474932944534
img_07.png,rot_img_07_level_05.png,rotation,5,0.291016,0.4523838,0.6432945,5.10099465466488,0.953749852852452,-0.953749852852452
img_07.png,rot_img_07_level_06.png,rotation,6,0.4880948,0.4523838,1.07894,4.87438002885708,1.5996388376344342,-1.5996388376344342
img_07.png,rot_img_07_level_07.png,rotation,7,0.5418786,0.4523838,1.197829,4.81253619884469,1.7759039327903468,-1.7759039327903468
img_07.png,rot_img_07_level_08.png,rotation,8,0.6286358,0.4523838,1.389607,4.71277687685429,2.060234421050914,-2.060234421050914
img_07.png,rot_img_07_level_09.png,rotation,9,0.7617134,0.4523838,1.683777,4.5597551551244,2.496371515668707,-2.496371515668707
img_07.png,rot_img_07_level_10.png,rotation,10,1.0,0.4523838,2.210512,4.28575747828653,3.277309995233255,-3.277309995233255
img_08.png,rot_img_08_level_01.png,rotation,1,0.0,0.2434009,0.0,5.4356243992662,0.0,-0.0
img_08.png,rot_img_08_level_02.png,rotation,2,0.1579175,0.2434009,0.6487961,5.09813282543597,0.9619065372177824,-0.9619065372177824
img_08.png,rot_img_08_level_03.png,rotation,3,0.2334086,0.2434009,0.9589473,4.93679798292792,1.421737394409957,-1.421737394409957
img_08.png,rot_img_08_level_04.png,rotation,4,0.325144,0.2434009,1.335838,4.74074650311018,1.9805163823640863,-1.9805163823640863
img_08.png,rot_img_08_level_05.png,rotation,5,0.4724199,0.2434009,1.940913,4.42599782623723,2.8776019197263634,-2.8776019197263634
img_08.png,rot_img_08_level_06.png,rotation,6,0.60225,0.2434009,2.474313,4.14853314129069,3.6684219430772513,-3.6684219430772513
img_08.png,rot_img_08_level_07.png,rotation,7,0.6794095,0.2434009,2.791319,3.98363256027051,4.138415741956838,-4.138415741956838
img_08.png,rot_img_08_level_08.png,rotation,8,0.7927656,0.2434009,3.257037,3.74137478347273,4.8288902819548305,-4.8288902819548305
img_08.png,rot_img_08_level_09.png,rotation,9,0.8728245,0.2434009,3.585955,3.57027780326417,5.3165448384612555,-5.3165448384612555
img_08.png,rot_img_08_level_10.png,rotation,10,1.0,0.2434009,4.108449,3.29848621515682,6.091195602017122,-6.091195602017122
img_09.png,rot_img_09_level_01.png,rotation,1,0.0,0.3137157,0.0,5.4356243992662,0.0,-0.0
img_09.png,rot_img_09_level_02.png,rotation,2,0.1023224,0.3137157,0.326163,5.26596051843339,0.4835699873944426,-0.4835699873944426
img_09.png,rot_img_09_level_03.png,rotation,3,0.1786125,0.3137157,0.5693451,5.13946174685271,0.8441123083552938,-0.8441123083552938
img_09.png,rot_img_09_level_04.png,rotation,4,0.3069946,0.3137157,0.9785758,4.92658760503427,1.4508386520558942,-1.4508386520558942
img_09.png,rot_img_09_level_05.png,rotation,5,0.4263845,0.3137157,1.359143,4.72862367880819,2.0150684270663595,-2.0150684270663595
img_09.png,rot_img_09_level_06.png,rotation,6,0.5327838,0.3137157,1.698302,4.55219952229941,2.5179063128925008,-2.5179063128925008
img_09.png,rot_img_09_level_07.png,rotation,7,0.6377615,0.3137157,2.032928,4.37813334744954,3.0140235628621563,-3.0140235628621563
img_09.png,rot_img_09_level_08.png,rotation,8,0.7271408,0.3137157,2.317834,4.22993058492727,3.436425830527713,-3.436425830527713
img_09.png,rot_img_09_level_09.png,rotation,9,0.8858032,0.3137157,2.823586,3.96684787150191,4.186254867741359,-4.186254867741359
img_09.png,rot_img_09_level_10.png,rotation,10,1.0,0.3137157,3.1876,3.77749460973563,4.725942831708457,-4.725942831708457
img_10.png,rot_img_10_level_01.png,rotation,1,0.0,0.2422612,0.0,5.4356243992662,0.0,-0.0
img_10.png,rot_img_10_level_02.png,rotation,2,0.1861442,0.2422612,0.7683613,5.03593724885447,1.1391741679938483,-1.1391741679938483
img_10.png,rot_img_10_level_03.png,rotation,3,0.2952371,0.2422612,1.218673,4.80169354062754,1.8068072934328776,-1.8068072934328776
img_10.png,rot_img_10_level_04.png,rotation,4,0.3842877,0.2422612,1.586254,4.61048479230108,2.351783699513385,-2.351783699513385
img_10.png,rot_img_10_level_05.png,rotation,5,0.4186979,0.2422612,1.728291,4.53659980644478,2.5623680708232652,-2.5623680708232652
img_10.png,rot_img_10_level_06.png,rotation,6,0.5034448,0.2422612,2.078107,4.35463207823094,3.081006048492021,-3.081006048492021
img_10.png,rot_img_10_level_07.png,rotation,7,0.6160053,0.2422612,2.542732,4.11294285955211,3.7698601042651863,-3.7698601042651863
img_10.png,rot_img_10_level_08.png,rotation,8,0.7175942,0.2422612,2.962068,3.89481213003066,4.391568588164451,-4.391568588164451
img_10.png,rot_img_10_level_09.png,rotation,9,0.8221575,0.2422612,3.393682,3.67029461497907,5.031480462102528,-5.031480462102528
img_10.png,rot_img_10_level_10.png,rotation,10,1.0,0.2422612,4.127776,3.28843267191355,6.11984985509418,-6.11984985509418
img_11.png,rot_img_11_level_01.png,rotation,1,0.0,0.3331434,0.0,5.4356243992662,0.0,-0.0
img_11.png,rot_img_11_level_02.png,rotation,2,0.02568962,0.3331434,0.07711279,5.39551177087719,0.1143275935291566,-0.1143275935291566
img_11.png,rot_img_11_level_03.png,rotation,3,0.07520743,0.3331434,0.2257509,5.31819301129301,0.3346987851696363,-0.3346987851696363
img_11.png,rot_img_11_level_04.png,rotation,4,0.2000136,0.3331434,0.6003829,5.12331646489089,0.8901290194928271,-0.8901290194928271
img_11.png,rot_img_11_level_05.png,rotation,5,0.3277279,0.3331434,0.9837441,4.92389915221985,1.4585011851017968,-1.4585011851017968
img_11.png,rot_img_11_level_06.png,rotation,6,0.4427352,0.3331434,1.328963,4.7443227492838,1.97032349211186,-1.97032349211186
img_11.png,rot_img_11_level_07.png,rotation,7,0.5758179,0.3331434,1.728438,4.53652333979932,2.5625860133493856,-2.5625860133493856
img_11.png,rot_img_11_level_08.png,rotation,8,0.7458415,0.3331434,2.2388,4.27104259075791,3.3192498467903415,-3.3192498467903415
img_11.png,rot_img_11_level_09.png,rotation,9,0.8268757,0.3331434,2.482041,4.14451318050091,3.679879493021863,-3.679879493021863
img_11.png,rot_img_11_level_10.png,rotation,10,1.0,0.3331434,3.00171,3.87419110445763,4.4503419053104505,-4.4503419053104505
img_12.png,rot_img_12_level_01.png,rotation,1,0.0,0.350564,0.0,5.4356243992662,0.0,-0.0
img_12.png,rot_img_12_level_02.png,rotation,2,0.1079535,0.350564,0.3079425,5.27543848111069,0.4565562336721613,-0.4565562336721613
img_12.png,rot_img_12_level_03.png,rotation,3,0.1380951,0.350564,0.3939227,5.2307131922006,0.5840306689397167,-0.5840306689397167
img_12.png,rot_img_12_level_04.png,rotation,4,0.2345436,0.350564,0.6690464,5.08759899883384,0.9919296769231865,-0.9919296769231865
img_12.png,rot_img_12_level_05.png,rotation,5,0.3868035,0.350564,1.103375,4.86166939972947,1.6358662228436185,-1.6358662228436185
img_12.png,rot_img_12_level_06.png,rotation,6,0.5359811,0.350564,1.528911,4.64031354638599,2.2667668404976182,-2.2667668404976182
img_12.png,rot_img_12_level_07.png,rotation,7,0.607628,0.350564,1.733287,4.53400098086174,2.5697751515069194,-2.5697751515069194
img_12.png,rot_img_12_level_08.png,rotation,8,0.7055436,0.350564,2.012596,4.38870967286074,2.9838792945555004,-2.9838792945555004
img_12.png,rot_img_12_level_09.png,rotation,9,0.9356551,0.350564,2.669,4.04726061201025,3.957065321191452,-3.957065321191452
img_12.png,rot_img_12_level_10.png,rotation,10,1.0,0.350564,2.852546,3.95178342216548,4.22919102798928,-4.22919102798928
img_13.png,rot_img_13_level_01.png,rotation,1,0.0,0.327,0.0,5.4356243992662,0.0,-0.0
img_13.png,rot_img_13_level_02.png,rotation,2,0.05596567,0.327,0.1711489,5.34659594853983,0.2537457388347934,-0.2537457388347934
img_13.png,rot_img_13_level_03.png,rotation,3,0.1690591,0.327,0.5170003,5.1666905309558,0.7665057917480617,-0.7665057917480617
img_13.png,rot_img_13_level_04.png,rotation,4,0.2247461,0.327,0.6872969,5.0781054307187,1.0189879087120228,-1.0189879087120228
img_13.png,rot_img_13_level_05.png,rotation,5,0.396914,0.327,1.213804,4.80422630319036,1.7995885032309735,-1.7995885032309735
img_13.png,rot_img_13_level_06.png,rotation,6,0.5939578,0.327,1.816385,4.49077495838388,2.6929764306602975,-2.6929764306602975
img_13.png,rot_img_13_level_07.png,rotation,7,0.6350195,0.327,1.941956,4.42545527718137,2.879148273840265,-2.879148273840265
img_13.png,rot_img_13_level_08.png,rotation,8,0.7940609,0.327,2.428321,4.17245731787498,3.600234101843742,-3.600234101843742
img_13.png,rot_img_13_level_09.png,rotation,9,0.91535,0.327,2.799236,3.97951428522229,4.150153503720747,-4.150153503720747
img_13.png,rot_img_13_level_10.png,rotation,10,1.0,0.327,3.058104,3.84485600239,4.5339517748208555,-4.5339517748208555
img_14.png,rot_img_14_level_01.png,rotation,1,0.0,0.3203142,0.0,5.4356243992662,0.0,-0.0
img_14.png,rot_img_14_level_02.png,rotation,2,0.2144053,0.3203142,0.6693592,5.08743628613521,0.9923934348971348,-0.9923934348971348
img_14.png,rot_img_14_level_03.png,rotation,3,0.4108473,0.3203142,1.282638,4.76842014622821,1.901641944339588,-1.901641944339588
img_14.png,rot_img_14_level_04.png,rotation,4,0.4678721,0.3203142,1.460666,4.67581331658504,2.165586652095703,-2.165586652095703
img_14.png,rot_img_14_level_05.png,rotation,5,0.6719923,0.3203142,2.097916,4.34432780761957,3.110374915838398,-3.110374915838398
img_14.png,rot_img_14_level_06.png,rotation,6,0.6908329,0.3203142,2.156735,4.31373126599251,3.197580095728679,-3.197580095728679
img_14.png,rot_img_14_level_07.png,rotation,7,0.7934896,0.3203142,2.477223,4.14701941381938,3.6727363155331023,-3.6727363155331023
img_14.png,rot_img_14_level_08.png,rotation,8,0.8181103,0.3203142,2.554087,4.10703620132645,3.7866950524563174,-3.7866950524563174
img_14.png,rot_img_14_level_09.png,rotation,9,0.9034073,0.3203142,2.820378,3.96851661298918,4.181498679824393,-4.181498679824393
img_14.png,rot_img_14_level_10.png,rotation,10,1.0,0.3203142,3.121934,3.81165283246098,4.628586274428068,-4.628586274428068
img_15.png,rot_img_15_level_01.png,rotation,1,0.0,0.301386,0.0,5.4356243992662,0.0,-0.0
img_15.png,rot_img_15_level_02.png,rotation,2,0.08182729,0.301386,0.2715033,5.294393470139,0.402531394911592,-0.402531394911592
img_15.png,rot_img_15_level_03.png,rotation,3,0.1724086,0.301386,0.5720523,5.13805351214126,0.8481260090812321,-0.8481260090812321
img_15.png,rot_img_15_level_04.png,rotation,4,0.2550502,0.301386,0.8462575,4.99541710526329,1.2546632469270045,-1.2546632469270045
img_15.png,rot_img_15_level_05.png,rotation,5,0.3528818,0.301386,1.170863,4.82656340674546,1.7359240813661243,-1.7359240813661243
img_15.png,rot_img_15_level_06.png,rotation,6,0.497252,0.301386,1.649884,4.57738565862439,2.446121678676896,-2.446121678676896
img_15.png,rot_img_15_level_07.png,rotation,7,0.6570582,0.301386,2.180122,4.30156578682707,3.2322537138128697,-3.2322537138128697
img_15.png,rot_img_15_level_08.png,rotation,8,0.7625617,0.301386,2.530183,4.11947061420414,3.7512549290251593,-3.7512549290251593
img_15.png,rot_img_15_level_09.png,rotation,9,0.9181067,0.301386,3.046282,3.85100558526484,4.516424451393682,-4.516424451393682
img_15.png,rot_img_15_level_10.png,rotation,10,1.0,0.301386,3.318004,3.70966089249572,4.919280091410462,-4.919280091410462
img_16.png,rot_img_16_level_01.png,rotation,1,0.0,0.204938,0.0,5.4356243992662,0.0,-0.0
img_16.png,rot_img_16_level_02.png,rotation,2,0.1256808,0.204938,0.6132627,5.11661663427751,0.9092246395467356,-0.9092246395467356
img_16.png,rot_img_16_level_03.png,rotation,3,0.2800775,0.204938,1.366645,4.72472127898354,2.0261909089095886,-2.0261909089095886
img_16.png,rot_img_16_level_04.png,rotation,4,0.3374489,0.204938,1.64659,4.57909913570015,2.441237986969139,-2.441237986969139
img_16.png,rot_img_16_level_05.png,rotation,5,0.4246869,0.204938,2.07227,4.357668376255,3.072352099342604,-3.072352099342604
img_16.png,rot_img_16_level_06.png,rotation,6,0.5577739,0.204938,2.721672,4.01986162459835,4.035156945244578,-4.035156945244578
img_16.png,rot_img_16_level_07.png,rotation,7,0.7558605,0.204938,3.68824,3.51707106291967,5.468192806381102,-5.468192806381102
img_16.png,rot_img_16_level_08.png,rotation,8,0.8082554,0.204938,3.943902,3.38408048121212,5.8472378547686805,-5.8472378547686805
img_16.png,rot_img_16_level_09.png,rotation,9,0.9592453,0.204938,4.680661,3.00083225508439,6.939558382672649,-6.939558382672649
img_16.png,rot_img_16_level_10.png,rotation,10,1.0,0.204938,4.879525,2.89738692867418,7.234394590253547,-7.234394590253547
img_17.png,rot_img_17_level_01.png,rotation,1,0.0,0.373313,0.0,5.4356243992662,0.0,-0.0
img_17.png,rot_img_17_level_02.png,rotation,2,0.06890345,0.373313,0.1845729,5.33961303528388,0.2736481910160126,-0.2736481910160126
img_17.png,rot_img_17_level_03.png,rotation,3,0.1346494,0.373313,0.3606877,5.24800141643044,0.534756384207683,-0.534756384207683
img_17.png,rot_img_17_level_04.png,rotation,4,0.1921766,0.373313,0.5147867,5.16784200419651,0.7632239034771778,-0.7632239034771778
img_17.png,rot_img_17_level_05.png,rotation,5,0.4127147,0.373313,1.105546,4.8605400862105,1.6390849522599942,-1.6390849522599942
img_17.png,rot_img_17_level_06.png,rotation,6,0.4490469,0.373313,1.20287,4.80991396510488,1.7833777305738336,-1.7833777305738336
img_17.png,rot_img_17_level_07.png,rotation,7,0.5862914,0.373313,1.570509,4.61867504626524,2.3284401275830144,-2.3284401275830144
img_17.png,rot_img_17_level_08.png,rotation,8,0.7479053,0.373313,2.003427,4.3934792148485,2.9702853148140225,-2.9702853148140225
img_17.png,rot_img_17_level_09.png,rotation,9,0.8855635,0.373313,2.372174,4.20166393517099,3.5169904350813073,-3.5169904350813073
img_17.png,rot_img_17_level_10.png,rotation,10,1.0,0.373313,2.678717,4.04220601069111,3.97147176694867,-3.97147176694867
img_18.png,rot_img_18_level_01.png,rotation,1,0.0,0.3417954,0.0,5.4356243992662,0.0,-0.0
img_18.png,rot_img_18_level_02.png,rotation,2,0.09663401,0.3417954,0.2827248,5.28855625611177,0.4191684157065526,-0.4191684157065526
img_18.png,rot_img_18_level_03.png,rotation,3,0.181436,0.3417954,0.5308323,5.15949538374511,0.7870131456344313,-0.7870131456344313
img_18.png,rot_img_18_level_04.png,rotation,4,0.2465891,0.3417954,0.7214525,5.06033832761941,1.069627077046413,-1.069627077046413
img_18.png,rot_img_18_level_05.png,rotation,5,0.4739996,0.3417954,1.386793,4.71424066692448,2.056062378408039,-2.056062378408039
img_18.png,rot_img_18_level_06.png,rotation,6,0.4860075,0.3417954,1.421926,4.69596513866009,2.1081506421507967,-2.1081506421507967
img_18.png,rot_img_18_level_07.png,rotation,7,0.612148,0.3417954,1.790978,4.50399120369779,2.6553079560947257,-2.6553079560947257
img_18.png,rot_img_18_level_08.png,rotation,8,0.7234713,0.3417954,2.11668,4.33456712642659,3.1381944638664376,-3.1381944638664376
img_18.png,rot_img_18_level_09.png,rotation,9,0.8168582,0.3417954,2.389904,4.19244112140252,3.5432769724154123,-3.5432769724154123
img_18.png,rot_img_18_level_10.png,rotation,10,1.0,0.3417954,2.925727,3.91371603725908,4.33768934094174,-4.33768934094174
img_19.png,rot_img_19_level_01.png,rotation,1,0.0,0.4367337,0.0,5.4356243992662,0.0,-0.0
img_19.png,rot_img_19_level_02.png,rotation,2,0.09968784,0.4367337,0.2282577,5.31688902090639,0.3384153724109861,-0.3384153724109861
img_19.png,rot_img_19_level_03.png,rotation,3,0.160691,0.4367337,0.3679382,5.24422984219309,0.5455059915929579,-0.5455059915929579
img_19.png,rot_img_19_level_04.png,rotation,4,0.2504802,0.4367337,0.5735307,5.13728447616408,0.8503178882010708,-0.8503178882010708
img_19.png,rot_img_19_level_05.png,rotation,5,0.4553014,0.4367337,1.042515,4.89332763131148,1.5456350518253676,-1.5456350518253676
img_19.png,rot_img_19_level_06.png,rotation,6,0.5687155,0.4367337,1.302202,4.75824332002593,1.930647574142432,-1.930647574142432
img_19.png,rot_img_19_level_07.png,rotation,7,0.586539,0.4367337,1.343013,4.73701420255808,1.991154053281864,-1.991154053281864
img_19.png,rot_img_19_level_08.png,rotation,8,0.7892611,0.4367337,1.807191,4.49555750490319,2.679345385863358,-2.679345385863358
img_19.png,rot_img_19_level_09.png,rotation,9,0.8931139,0.4367337,2.044985,4.37186152197822,3.0318992978106785,-3.0318992978106785
img_19.png,rot_img_19_level_10.png,rotation,10,1.0,0.4367337,2.289725,4.24455236001006,3.394751364767739,-3.394751364767739
img_20.png,rot_img_20_level_01.png,rotation,1,0.0,0.3153567,0.0,5.4356243992662,0.0,-0.0
img_20.png,rot_img_20_level_02.png,rotation,2,0.172719,0.3153567,0.547694,5.1507242433661,0.8120123394622072,-0.8120123394622072
img_20.png,rot_img_20_level_03.png,rotation,3,0.1540456,0.3153567,0.4884804,5.18152604851899,0.7242221247365038,-0.7242221247365038
img_20.png,rot_img_20_level_04.png,rotation,4,0.3201471,0.3153567,1.01519,4.90754158428517,1.505122946204702,-1.505122946204702
img_20.png,rot_img_20_level_05.png,rotation,5,0.3664635,0.3153567,1.16206,4.83114256239147,1.72287273403662,-1.72287273403662
img_20.png,rot_img_20_level_06.png,rotation,6,0.5843901,0.3153567,1.853108,4.47167234191352,2.747422031930479,-2.747422031930479
img_20.png,rot_img_20_level_07.png,rotation,7,0.632457,0.3153567,2.005529,4.39238579383658,2.9734017446773215,-2.9734017446773215
img_20.png,rot_img_20_level_08.png,rotation,8,0.8033086,0.3153567,2.547301,4.11056615136778,3.7766341138015385,-3.7766341138015385
img_20.png,rot_img_20_level_09.png,rotation,9,0.8247874,0.3153567,2.615411,4.07513660563904,3.8776141509039546,-3.8776141509039546
img_20.png,rot_img_20_level_10.png,rotation,10,1.0,0.3153567,3.171012,3.78612337650334,4.701349426107886,-4.701349426107886
img_21.png,rot_img_21_level_01.png,rotation,1,0.0,0.2233707,0.0,5.4356243992662,0.0,-0.0
img_21.png,rot_img_21_level_02.png,rotation,2,0.05436919,0.2233707,0.2434034,5.30901051157232,0.3608704208318064,-0.3608704208318064
img_21.png,rot_img_21_level_03.png,rotation,3,0.1287179,0.2233707,0.5762522,5.13586880286059,0.8543527901387338,-0.8543527901387338
img_21.png,rot_img_21_level_04.png,rotation,4,0.2801493,0.2233707,1.25419,4.78321826275869,1.8594648764275408,-1.8594648764275408
img_21.png,rot_img_21_level_05.png,rotation,5,0.3943843,0.2233707,1.765604,4.51719028303006,2.6176884074023645,-2.6176884074023645
img_21.png,rot_img_21_level_06.png,rotation,6,0.5075569,0.2233707,2.272263,4.25363576520042,3.3688621648281947,-3.3688621648281947
img_21.png,rot_img_21_level_07.png,rotation,7,0.6111585,0.2233707,2.736073,4.0123704942498,4.056507899793278,-4.056507899793278
img_21.png,rot_img_21_level_08.png,rotation,8,0.7609953,0.2233707,3.406872,3.66343342413834,5.051035985364617,-5.051035985364617
