reference,direction,threshold_1jnd_px,jod_at_1px,jod_at_2px,jod_at_5px,jod_at_10px,ssim_at_1px,ssim_at_2px,ssim_at_5px,ssim_at_10px
I13,right,0.4515327354620099,2.214678851527335,2.9502650273263242,3.047742852576529,3.076433243296302,0.5762421264782002,0.24325745552629327,0.15455118389858477,0.12244584571808717
I13,left,0.4515327354620099,2.214678851527335,2.9502650273263242,3.047742852576529,3.076433243296302,0.5762421264782002,0.24325745552629327,0.15455118389858477,0.12244584571808717
I13,up,0.4016128586904864,2.489960115471991,3.063477250636576,3.09255895531518,3.1051382196223516,0.4852979047317699,0.13738013324410014,0.10272360086719093,0.08635316175016536
I13,down,0.4016128586904864,2.489960115471991,3.063477250636576,3.09255895531518,3.1051382196223516,0.4852979047317699,0.13738013324410014,0.10272360086719093,0.08635316175016536
I14,right,0.6922939637438993,1.4444730885591408,2.4363051728439142,2.865125004841798,2.9732704795890035,0.759267217926266,0.5048538247184926,0.3039425370160783,0.22456191813932014
I14,left,0.6922939637438993,1.4444730885591408,2.4363051728439142,2.865125004841798,2.9732704795890035,0.759267217926266,0.5048538247184926,0.3039425370160783,0.22456191813932014
I14,up,0.5039552236059677,1.9843032737009185,2.840968284975821,3.007861727821931,3.0391379586812306,0.6389691765521494,0.31920162206260977,0.19407017250344777,0.16353502920097335
I14,down,0.5039552236059677,1.9843032737009185,2.840968284975821,3.007861727821931,3.0391379586812306,0.6389691765521494,0.31920162206260977,0.19407017250344777,0.16353502920097335
I15,right,0.7957758346995726,1.256635294005287,2.018890850231217,2.2628478101846774,2.435236147524817,0.7956177154262413,0.6301234046529879,0.5618157793796801,0.5052329275353087
I15,left,0.7957758346995726,1.256635294005287,2.018890850231217,2.2628478101846774,2.435236147524817,0.7956177154262413,0.6301234046529879,0.5618157793796801,0.5052329275353087
I15,up,0.9025316168063197,1.1079944252131355,1.7378158894569387,2.1377948778192506,2.3752195424348734,0.8230358375691434,0.697486870645202,0.5982429340394589,0.525912554050018
I15,down,0.9025316168063197,1.1079944252131355,1.7378158894569387,2.1377948778192506,2.3752195424348734,0.8230358375691434,0.697486870645202,0.5982429340394589,0.525912554050018
I16,right,1.1308583092158162,0.9067514154604881,1.6193434174381611,2.1113265809581314,2.364802860952386,0.8586481083813471,0.723297172329129,0.6055513363840062,0.5293872636318167
I16,left,1.1308583092158162,0.9067514154604881,1.6193434174381611,2.1113265809581314,2.364802860952386,0.8586481083813471,0.723297172329129,0.6055513363840062,0.5293872636318167
I16,up,0.5374957975704424,1.8604796623901851,2.4463951254467107,2.526366653474855,2.594615333338358,0.669277935599007,0.5012561053005123,0.47139286893342724,0.4437413897743562
I16,down,0.5374957975704424,1.8604796623901851,2.4463951254467107,2.526366653474855,2.594615333338358,0.669277935599007,0.5012561053005123,0.47139286893342724,0.4437413897743562
I17,right,0.9750334451386394,1.0256058445849625,1.8598673185370203,2.495985014811734,2.6690163870527615,0.8378049591323031,0.6694229640823924,0.4830340145596998,0.41082008137893894
I17,left,0.9750334451386394,1.0256058445849625,1.8598673185370203,2.495985014811734,2.6690163870527615,0.8378049591323031,0.6694229640823924,0.4830340145596998,0.41082008137893894
I17,up,0.8785005865408757,1.1383031671470274,2.01914707465603,2.6126368254500854,2.7407271289445836,0.8175296780215265,0.630057202841676,0.4360550278594154,0.3756937035984471
I17,down,0.8785005865408757,1.1383031671470274,2.01914707465603,2.6126368254500854,2.7407271289445836,0.8175296780215265,0.630057202841676,0.4360550278594154,0.3756937035984471
I18,right,0.6001125794597987,1.6663540046105458,2.661887104698203,2.97472986098093,2.9996622732093146,0.7132091485524128,0.4141173936336328,0.223336060955127,0.201583143858535
I18,left,0.6001125794597987,1.6663540046105458,2.661887104698203,2.97472986098093,2.9996622732093146,0.7132091485524128,0.4141173936336328,0.223336060955127,0.201583143858535
I18,up,0.6347928837289237,1.5753169665761897,2.5758215044407082,2.9252662506249116,2.9772387956545954,0.7325747305538013,0.45157813393935897,0.2623493815273283,0.22121688500926626
I18,down,0.6347928837289237,1.5753169665761897,2.5758215044407082,2.9252662506249116,2.9772387956545954,0.7325747305538013,0.45157813393935897,0.2623493815273283,0.22121688500926626
I19,right,0.5874249492129142,1.7023451273901316,2.506103393538732,2.7194262354107765,2.8375508460774412,0.7053514323975391,0.4791993044879319,0.386523826374404,0.32130176739550165
I19,left,0.5874249492129142,1.7023451273901316,2.506103393538732,2.7194262354107765,2.8375508460774412,0.7053514323975391,0.4791993044879319,0.386523826374404,0.32130176739550165
I19,up,0.5971569877820015,1.6746015209740133,2.4446452831054097,2.509792576763868,2.689891088124777,0.711419075402028,0.5018825926815238,0.47779080192066153,0.4009739399827942
I19,down,0.5971569877820015,1.6746015209740133,2.4446452831054097,2.509792576763868,2.689891088124777,0.711419075402028,0.5018825926815238,0.47779080192066153,0.4009739399827942
I20,right,1.2827261568393078,0.8311622098281317,1.4283400304421265,1.8513494224939127,2.060746470198401,0.8716519855764555,0.7624746155403372,0.671435728457554,0.6191722038180288
I20,left,1.2827261568393078,0.8311622098281317,1.4283400304421265,1.8513494224939127,2.060746470198401,0.8716519855764555,0.7624746155403372,0.671435728457554,0.6191722038180288
I20,up,1.0785032031142967,0.9483121743267571,1.6067289474358502,1.9860264970413262,2.1803407805352233,0.8514176725091191,0.7259717439540615,0.6385326514344295,0.5862160590713533
I20,down,1.0785032031142967,0.9483121743267571,1.6067289474358502,1.9860264970413262,2.1803407805352233,0.8514176725091191,0.7259717439540615,0.6385326514344295,0.5862160590713533
I21,right,0.7990006122403069,1.2515634965486617,2.062351222629613,2.48066796037204,2.6290531629745297,0.7965712673679022,0.6187467201786804,0.48876161025940146,0.42889940985912667
I21,left,0.7990006122403069,1.2515634965486617,2.062351222629613,2.48066796037204,2.6290531629745297,0.7965712673679022,0.6187467201786804,0.48876161025940146,0.42889940985912667
I21,up,0.5710734522419559,1.75108822879813,2.5461555051734113,2.722943096012524,2.7463113218391015,0.6945121446024185,0.46359856199178295,0.3847602179326187,0.3727941115542273
I21,down,0.5710734522419559,1.75108822879813,2.5461555051734113,2.722943096012524,2.7463113218391015,0.6945121446024185,0.46359856199178295,0.3847602179326187,0.3727941115542273
I22,right,0.572476237993509,1.7467973928576201,2.571113831347077,2.722306628390986,2.795209046980058,0.6954757945622922,0.4535136262469428,0.38508009157005996,0.3462300544505524
I22,left,0.572476237993509,1.7467973928576201,2.571113831347077,2.722306628390986,2.795209046980058,0.6954757945622922,0.4535136262469428,0.38508009157005996,0.3462300544505524
I22,up,0.5885910263064845,1.6989725553160087,2.4990368318961345,2.6782602159409254,2.791718462307646,0.7060928775361507,0.4818817689842409,0.40649580575837285,0.3482006948742704
I22,down,0.5885910263064845,1.6989725553160087,2.4990368318961345,2.6782602159409254,2.791718462307646,0.7060928775361507,0.4818817689842409,0.40649580575837285,0.3482006948742704
I23,right,1.283513040001602,0.8183019235539648,1.459182767853079,1.952717138325955,2.2157010982516905,0.8738466316559386,0.7563275766078313,0.6468954423835167,0.5759413630809128
I23,left,1.283513040001602,0.8183019235539648,1.459182767853079,1.952717138325955,2.2157010982516905,0.8738466316559386,0.7563275766078313,0.6468954423835167,0.5759413630809128
I23,up,1.2847224786046532,0.8192836560968839,1.4539941460756074,1.8703665310376225,2.135106749796546,0.8736792709144587,0.7573661678622953,0.666930078084354,0.5989910907876899
I23,down,1.2847224786046532,0.8192836560968839,1.4539941460756074,1.8703665310376225,2.135106749796546,0.8736792709144587,0.7573661678622953,0.666930078084354,0.5989910907876899
I24,right,0.6236919194482927,1.6033557094736501,2.5753463728448436,2.858030034793993,2.916634853963677,0.7266846963613077,0.45177396915636064,0.3085016818520403,0.2686741292995057
I24,left,0.6236919194482927,1.6033557094736501,2.5753463728448436,2.858030034793993,2.916634853963677,0.7266846963613077,0.45177396915636064,0.3085016818520403,0.2686741292995057
I24,up,0.725907630688378,1.3775857391824085,2.3023978484241674,2.673898811033065,2.7853441503511096,0.7724550431027021,0.549559767652752,0.4085430550666545,0.351768413707473
I24,down,0.725907630688378,1.3775857391824085,2.3023978484241674,2.673898811033065,2.7853441503511096,0.7724550431027021,0.549559767652752,0.4085430550666545,0.351768413707473
I25,right,0.527659340191315,1.8951621317599097,2.336153141206778,2.6651206472764937,2.786129186606332,0.6609892147482808,0.538781604786667,0.4126258924325371,0.35133116192670927
I25,left,0.527659340191315,1.8951621317599097,2.336153141206778,2.6651206472764937,2.786129186606332,0.6609892147482808,0.538781604786667,0.4126258924325371,0.35133116192670927
I25,up,0.500658988402229,1.997367515944008,2.1800337860849934,2.5105860799582063,2.5891569508692527,0.635648924691103,0.5863041249060613,0.4774871160683044,0.4460358741865933
I25,down,0.500658988402229,1.997367515944008,2.1800337860849934,2.5105860799582063,2.5891569508692527,0.635648924691103,0.5863041249060613,0.4774871160683044,0.4460358741865933
