dataset,reference_id,reference_file,distorted_file,distortion_type,distortion_level,raw_metric_type,raw_metric_value,mos,native_jod,aligned_jod_distortion,aligned_jod_quality
RAID,2,img_02.png,rot_img_02_level_03.png,rotation,3,MLDS_psi,0.152223,5.17392978953747,0.7458727131935631,0.7458727131935631,-0.7458727131935631
RAID,2,img_02.png,rot_img_02_level_04.png,rotation,4,MLDS_psi,0.2446505,5.01503277651199,1.1987553550887111,1.1987553550887111,-1.1987553550887111
RAID,2,img_02.png,rot_img_02_level_05.png,rotation,5,MLDS_psi,0.3890724,4.76674932401589,1.906404062665428,1.906404062665428,-1.906404062665428
RAID,2,img_02.png,rot_img_02_level_06.png,rotation,6,MLDS_psi,0.49332,4.58753179413223,2.417203522404945,2.417203522404945,-2.417203522404945
RAID,2,img_02.png,rot_img_02_level_07.png,rotation,7,MLDS_psi,0.64588,4.32525744238742,3.1647285957710327,3.1647285957710327,-3.1647285957710327
RAID,2,img_02.png,rot_img_02_level_08.png,rotation,8,MLDS_psi,0.7434033,4.15760042086194,3.64257870380648,3.64257870380648,-3.64257870380648
RAID,2,img_02.png,rot_img_02_level_09.png,rotation,9,MLDS_psi,0.874687,3.931903134709,4.285853119576128,4.285853119576128,-4.285853119576128
RAID,2,img_02.png,rot_img_02_level_10.png,rotation,10,MLDS_psi,1.0,3.71647110557281,4.899869863165786,4.899869863165786,-4.899869863165786
RAID,3,img_03.png,rot_img_03_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,3,img_03.png,rot_img_03_level_02.png,rotation,2,MLDS_psi,0.1140353,5.31935785319215,0.3313787940217367,0.3313787940217367,-0.3313787940217367
RAID,3,img_03.png,rot_img_03_level_03.png,rotation,3,MLDS_psi,0.3017437,5.12797671679559,0.8768465344774571,0.8768465344774571,-0.8768465344774571
RAID,3,img_03.png,rot_img_03_level_04.png,rotation,4,MLDS_psi,0.3697524,5.05863738691205,1.0744750380407042,1.0744750380407042,-1.0744750380407042
RAID,3,img_03.png,rot_img_03_level_05.png,rotation,5,MLDS_psi,0.5653545,4.8592079019995,1.642881896541587,1.642881896541587,-1.642881896541587
RAID,3,img_03.png,rot_img_03_level_06.png,rotation,6,MLDS_psi,0.6692613,4.75326830643983,1.9448271817602192,1.9448271817602192,-1.9448271817602192
RAID,3,img_03.png,rot_img_03_level_07.png,rotation,7,MLDS_psi,0.7230474,4.69842975747763,2.101126072839517,2.101126072839517,-2.101126072839517
RAID,3,img_03.png,rot_img_03_level_08.png,rotation,8,MLDS_psi,0.8203215,4.59925251831898,2.383797529217577,2.383797529217577,-2.383797529217577
RAID,3,img_03.png,rot_img_03_level_09.png,rotation,9,MLDS_psi,0.82315,4.59636863340458,2.392017075916971,2.392017075916971,-2.392017075916971
RAID,3,img_03.png,rot_img_03_level_10.png,rotation,10,MLDS_psi,1.0,4.41605820269025,2.9059314829175684,2.9059314829175684,-2.9059314829175684
RAID,4,img_04.png,rot_img_04_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,4,img_04.png,rot_img_04_level_02.png,rotation,2,MLDS_psi,0.174229,5.04392015856775,1.116421561307774,1.116421561307774,-1.116421561307774
RAID,4,img_04.png,rot_img_04_level_03.png,rotation,3,MLDS_psi,0.2738267,4.8200034008552,1.7546211779436989,1.7546211779436989,-1.7546211779436989
RAID,4,img_04.png,rot_img_04_level_04.png,rotation,4,MLDS_psi,0.4527904,4.41765463898216,2.901381376708975,2.901381376708975,-2.901381376708975
RAID,4,img_04.png,rot_img_04_level_05.png,rotation,5,MLDS_psi,0.5300549,4.2439473892028,3.396475631147861,3.396475631147861,-3.396475631147861
RAID,4,img_04.png,rot_img_04_level_06.png,rotation,6,MLDS_psi,0.6178269,4.04661714778963,3.958899300135743,3.958899300135743,-3.958899300135743
RAID,4,img_04.png,rot_img_04_level_07.png,rotation,7,MLDS_psi,0.7448958,3.76093932090341,4.773128129914616,4.773128129914616,-4.773128129914616
RAID,4,img_04.png,rot_img_04_level_08.png,rotation,8,MLDS_psi,0.7469838,3.75624468501732,4.786508614936629,4.786508614936629,-4.786508614936629
RAID,4,img_04.png,rot_img_04_level_09.png,rotation,9,MLDS_psi,0.8325225,3.56393523314127,5.334622207311495,5.334622207311495,-5.334622207311495
RAID,4,img_04.png,rot_img_04_level_10.png,rotation,10,MLDS_psi,1.0,3.18741034981994,6.407780101541279,6.407780101541279,-6.407780101541279
RAID,5,img_05.png,rot_img_05_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,5,img_05.png,rot_img_05_level_02.png,rotation,2,MLDS_psi,0.1272727,5.31195962721693,0.3524649558142108,0.3524649558142108,-0.3524649558142108
RAID,5,img_05.png,rot_img_05_level_03.png,rotation,3,MLDS_psi,0.202252,5.23910584869366,0.5601102164861255,0.5601102164861255,-0.5601102164861255
RAID,5,img_05.png,rot_img_05_level_04.png,rotation,4,MLDS_psi,0.2954605,5.14853958610356,0.8182389722594869,0.8182389722594869,-0.8182389722594869
RAID,5,img_05.png,rot_img_05_level_05.png,rotation,5,MLDS_psi,0.1972463,5.24396964752603,0.5462475892226544,0.5462475892226544,-0.5462475892226544
RAID,5,img_05.png,rot_img_05_level_06.png,rotation,6,MLDS_psi,0.5082414,4.94179063065879,1.407507526576962,1.407507526576962,-1.407507526576962
RAID,5,img_05.png,rot_img_05_level_07.png,rotation,7,MLDS_psi,0.5513894,4.89986578958875,1.5270002245409708,1.5270002245409708,-1.5270002245409708
RAID,5,img_05.png,rot_img_05_level_08.png,rotation,8,MLDS_psi,0.6847736,4.77026262825686,1.8963905672816417,1.8963905672816417,-1.8963905672816417
RAID,5,img_05.png,rot_img_05_level_09.png,rotation,9,MLDS_psi,0.9163268,4.54527330880098,2.5376471614319027,2.5376471614319027,-2.5376471614319027
RAID,5,img_05.png,rot_img_05_level_10.png,rotation,10,MLDS_psi,1.0,4.4639720986978,2.7693689925710174,2.7693689925710174,-2.7693689925710174
RAID,6,img_06.png,rot_img_06_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,6,img_06.png,rot_img_06_level_02.png,rotation,2,MLDS_psi,0.1273373,5.22314268219153,0.6056078685869598,0.6056078685869598,-0.6056078685869598
RAID,6,img_06.png,rot_img_06_level_03.png,rotation,3,MLDS_psi,0.07906796,5.30368739268594,0.3760421858542179,0.3760421858542179,-0.3760421858542179
RAID,6,img_06.png,rot_img_06_level_04.png,rotation,4,MLDS_psi,0.1826956,5.13076889375357,0.8688883705491846,0.8688883705491846,-0.8688883705491846
RAID,6,img_06.png,rot_img_06_level_05.png,rotation,5,MLDS_psi,0.426649,4.72369548153563,2.0291146004844816,2.0291146004844816,-2.0291146004844816
RAID,6,img_06.png,rot_img_06_level_06.png,rotation,6,MLDS_psi,0.3959727,4.7748833984038,1.883220611774656,1.883220611774656,-1.883220611774656
RAID,6,img_06.png,rot_img_06_level_07.png,rotation,7,MLDS_psi,0.6223018,4.39721879793827,2.959626887465186,2.959626887465186,-2.959626887465186
RAID,6,img_06.png,rot_img_06_level_08.png,rotation,8,MLDS_psi,0.7545425,4.17655478567274,3.588555644168573,3.588555644168573,-3.588555644168573
RAID,6,img_06.png,rot_img_06_level_09.png,rotation,9,MLDS_psi,0.8618937,3.99742308569724,4.099110474542036,4.099110474542036,-4.099110474542036
RAID,6,img_06.png,rot_img_06_level_10.png,rotation,10,MLDS_psi,1.0,3.76697134281312,4.755935874588825,4.755935874588825,-4.755935874588825
RAID,7,img_07.png,rot_img_07_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,7,img_07.png,rot_img_07_level_02.png,rotation,2,MLDS_psi,0.09682067,5.32429348905675,0.31731141939189,0.31731141939189,-0.31731141939189
RAID,7,img_07.png,rot_img_07_level_03.png,rotation,3,MLDS_psi,0.09693222,5.32416521235764,0.3176770290989735,0.3176770290989735,-0.3176770290989735
RAID,7,img_07.png,rot_img_07_level_04.png,rotation,4,MLDS_psi,0.1707032,5.2393383697176,0.5594474932944534,0.5594474932944534,-0.5594474932944534
RAID,7,img_07.png,rot_img_07_level_05.png,rotation,5,MLDS_psi,0.291016,5.10099465466488,0.953749852852452,0.953749852852452,-0.953749852852452
RAID,7,img_07.png,rot_img_07_level_06.png,rotation,6,MLDS_psi,0.4880948,4.87438002885708,1.5996388376344342,1.5996388376344342,-1.5996388376344342
RAID,7,img_07.png,rot_img_07_level_07.png,rotation,7,MLDS_psi,0.5418786,4.81253619884469,1.7759039327903468,1.7759039327903468,-1.7759039327903468
RAID,7,img_07.png,rot_img_07_level_08.png,rotation,8,MLDS_psi,0.6286358,4.71277687685429,2.060234421050914,2.060234421050914,-2.060234421050914
RAID,7,img_07.png,rot_img_07_level_09.png,rotation,9,MLDS_psi,0.7617134,4.5597551551244,2.496371515668707,2.496371515668707,-2.496371515668707
RAID,7,img_07.png,rot_img_07_level_10.png,rotation,10,MLDS_psi,1.0,4.28575747828653,3.277309995233255,3.277309995233255,-3.277309995233255
RAID,8,img_08.png,rot_img_08_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,8,img_08.png,rot_img_08_level_02.png,rotation,2,MLDS_psi,0.1579175,5.09813282543597,0.9619065372177824,0.9619065372177824,-0.9619065372177824
RAID,8,img_08.png,rot_img_08_level_03.png,rotation,3,MLDS_psi,0.2334086,4.93679798292792,1.421737394409957,1.421737394409957,-1.421737394409957
RAID,8,img_08.png,rot_img_08_level_04.png,rotation,4,MLDS_psi,0.325144,4.74074650311018,1.9805163823640863,1.9805163823640863,-1.9805163823640863
RAID,8,img_08.png,rot_img_08_level_05.png,rotation,5,MLDS_psi,0.4724199,4.42599782623723,2.8776019197263634,2.8776019197263634,-2.8776019197263634
RAID,8,img_08.png,rot_img_08_level_06.png,rotation,6,MLDS_psi,0.60225,4.14853314129069,3.6684219430772513,3.6684219430772513,-3.6684219430772513
RAID,8,img_08.png,rot_img_08_level_07.png,rotation,7,MLDS_psi,0.6794095,3.98363256027051,4.138415741956838,4.138415741956838,-4.138415741956838
RAID,8,img_08.png,rot_img_08_level_08.png,rotation,8,MLDS_psi,0.7927656,3.74137478347273,4.8288902819548305,4.8288902819548305,-4.8288902819548305
RAID,8,img_08.png,rot_img_08_level_09.png,rotation,9,MLDS_psi,0.8728245,3.57027780326417,5.3165448384612555,5.3165448384612555,-5.3165448384612555
RAID,8,img_08.png,rot_img_08_level_10.png,rotation,10,MLDS_psi,1.0,3.29848621515682,6.091195602017122,6.091195602017122,-6.091195602017122
RAID,9,img_09.png,rot_img_09_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,9,img_09.png,rot_img_09_level_02.png,rotation,2,MLDS_psi,0.1023224,5.26596051843339,0.4835699873944426,0.4835699873944426,-0.4835699873944426
RAID,9,img_09.png,rot_img_09_level_03.png,rotation,3,MLDS_psi,0.1786125,5.13946174685271,0.8441123083552938,0.8441123083552938,-0.8441123083552938
RAID,9,img_09.png,rot_img_09_level_04.png,rotation,4,MLDS_psi,0.3069946,4.92658760503427,1.4508386520558942,1.4508386520558942,-1.4508386520558942
RAID,9,img_09.png,rot_img_09_level_05.png,rotation,5,MLDS_psi,0.4263845,4.72862367880819,2.0150684270663595,2.0150684270663595,-2.0150684270663595
RAID,9,img_09.png,rot_img_09_level_06.png,rotation,6,MLDS_psi,0.5327838,4.55219952229941,2.5179063128925008,2.5179063128925008,-2.5179063128925008
RAID,9,img_09.png,rot_img_09_level_07.png,rotation,7,MLDS_psi,0.6377615,4.37813334744954,3.0140235628621563,3.0140235628621563,-3.0140235628621563
RAID,9,img_09.png,rot_img_09_level_08.png,rotation,8,MLDS_psi,0.7271408,4.22993058492727,3.436425830527713,3.436425830527713,-3.436425830527713
RAID,9,img_09.png,rot_img_09_level_09.png,rotation,9,MLDS_psi,0.8858032,3.96684787150191,4.186254867741359,4.186254867741359,-4.186254867741359
RAID,9,img_09.png,rot_img_09_level_10.png,rotation,10,MLDS_psi,1.0,3.77749460973563,4.725942831708457,4.725942831708457,-4.725942831708457
RAID,10,img_10.png,rot_img_10_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,10,img_10.png,rot_img_10_level_02.png,rotation,2,MLDS_psi,0.1861442,5.03593724885447,1.1391741679938483,1.1391741679938483,-1.1391741679938483
RAID,10,img_10.png,rot_img_10_level_03.png,rotation,3,MLDS_psi,0.2952371,4.80169354062754,1.8068072934328776,1.8068072934328776,-1.8068072934328776
RAID,10,img_10.png,rot_img_10_level_04.png,rotation,4,MLDS_psi,0.3842877,4.61048479230108,2.351783699513385,2.351783699513385,-2.351783699513385
RAID,10,img_10.png,rot_img_10_level_05.png,rotation,5,MLDS_psi,0.4186979,4.53659980644478,2.5623680708232652,2.5623680708232652,-2.5623680708232652
RAID,10,img_10.png,rot_img_10_level_06.png,rotation,6,MLDS_psi,0.5034448,4.35463207823094,3.081006048492021,3.081006048492021,-3.081006048492021
RAID,10,img_10.png,rot_img_10_level_07.png,rotation,7,MLDS_psi,0.6160053,4.11294285955211,3.7698601042651863,3.7698601042651863,-3.7698601042651863
RAID,10,img_10.png,rot_img_10_level_08.png,rotation,8,MLDS_psi,0.7175942,3.89481213003066,4.391568588164451,4.391568588164451,-4.391568588164451
RAID,10,img_10.png,rot_img_10_level_09.png,rotation,9,MLDS_psi,0.8221575,3.67029461497907,5.031480462102528,5.031480462102528,-5.031480462102528
RAID,10,img_10.png,rot_img_10_level_10.png,rotation,10,MLDS_psi,1.0,3.28843267191355,6.11984985509418,6.11984985509418,-6.11984985509418
RAID,11,img_11.png,rot_img_11_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,11,img_11.png,rot_img_11_level_02.png,rotation,2,MLDS_psi,0.02568962,5.39551177087719,0.1143275935291566,0.1143275935291566,-0.1143275935291566
RAID,11,img_11.png,rot_img_11_level_03.png,rotation,3,MLDS_psi,0.07520743,5.31819301129301,0.3346987851696363,0.3346987851696363,-0.3346987851696363
RAID,11,img_11.png,rot_img_11_level_04.png,rotation,4,MLDS_psi,0.2000136,5.12331646489089,0.8901290194928271,0.8901290194928271,-0.8901290194928271
RAID,11,img_11.png,rot_img_11_level_05.png,rotation,5,MLDS_psi,0.3277279,4.92389915221985,1.4585011851017968,1.4585011851017968,-1.4585011851017968
RAID,11,img_11.png,rot_img_11_level_06.png,rotation,6,MLDS_psi,0.4427352,4.7443227492838,1.97032349211186,1.97032349211186,-1.97032349211186
RAID,11,img_11.png,rot_img_11_level_07.png,rotation,7,MLDS_psi,0.5758179,4.53652333979932,2.5625860133493856,2.5625860133493856,-2.5625860133493856
RAID,11,img_11.png,rot_img_11_level_08.png,rotation,8,MLDS_psi,0.7458415,4.27104259075791,3.3192498467903415,3.3192498467903415,-3.3192498467903415
RAID,11,img_11.png,rot_img_11_level_09.png,rotation,9,MLDS_psi,0.8268757,4.14451318050091,3.679879493021863,3.679879493021863,-3.679879493021863
RAID,11,img_11.png,rot_img_11_level_10.png,rotation,10,MLDS_psi,1.0,3.87419110445763,4.4503419053104505,4.4503419053104505,-4.4503419053104505
RAID,12,img_12.png,rot_img_12_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,12,img_12.png,rot_img_12_level_02.png,rotation,2,MLDS_psi,0.1079535,5.27543848111069,0.4565562336721613,0.4565562336721613,-0.4565562336721613
RAID,12,img_12.png,rot_img_12_level_03.png,rotation,3,MLDS_psi,0.1380951,5.2307131922006,0.5840306689397167,0.5840306689397167,-0.5840306689397167
RAID,12,img_12.png,rot_img_12_level_04.png,rotation,4,MLDS_psi,0.2345436,5.08759899883384,0.9919296769231865,0.9919296769231865,-0.9919296769231865
RAID,12,img_12.png,rot_img_12_level_05.png,rotation,5,MLDS_psi,0.3868035,4.86166939972947,1.6358662228436185,1.6358662228436185,-1.6358662228436185
RAID,12,img_12.png,rot_img_12_level_06.png,rotation,6,MLDS_psi,0.5359811,4.64031354638599,2.2667668404976182,2.2667668404976182,-2.2667668404976182
RAID,12,img_12.png,rot_img_12_level_07.png,rotation,7,MLDS_psi,0.607628,4.53400098086174,2.5697751515069194,2.5697751515069194,-2.5697751515069194
RAID,12,img_12.png,rot_img_12_level_08.png,rotation,8,MLDS_psi,0.7055436,4.38870967286074,2.9838792945555004,2.9838792945555004,-2.9838792945555004
RAID,12,img_12.png,rot_img_12_level_09.png,rotation,9,MLDS_psi,0.9356551,4.04726061201025,3.957065321191452,3.957065321191452,-3.957065321191452
RAID,12,img_12.png,rot_img_12_level_10.png,rotation,10,MLDS_psi,1.0,3.95178342216548,4.22919102798928,4.22919102798928,-4.22919102798928
RAID,13,img_13.png,rot_img_13_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,13,img_13.png,rot_img_13_level_02.png,rotation,2,MLDS_psi,0.05596567,5.34659594853983,0.2537457388347934,0.2537457388347934,-0.2537457388347934
RAID,13,img_13.png,rot_img_13_level_03.png,rotation,3,MLDS_psi,0.1690591,5.1666905309558,0.7665057917480617,0.7665057917480617,-0.7665057917480617
RAID,13,img_13.png,rot_img_13_level_04.png,rotation,4,MLDS_psi,0.2247461,5.0781054307187,1.0189879087120228,1.0189879087120228,-1.0189879087120228
RAID,13,img_13.png,rot_img_13_level_05.png,rotation,5,MLDS_psi,0.396914,4.80422630319036,1.7995885032309735,1.7995885032309735,-1.7995885032309735
RAID,13,img_13.png,rot_img_13_level_06.png,rotation,6,MLDS_psi,0.5939578,4.49077495838388,2.6929764306602975,2.6929764306602975,-2.6929764306602975
RAID,13,img_13.png,rot_img_13_level_07.png,rotation,7,MLDS_psi,0.6350195,4.42545527718137,2.879148273840265,2.879148273840265,-2.879148273840265
RAID,13,img_13.png,rot_img_13_level_08.png,rotation,8,MLDS_psi,0.7940609,4.17245731787498,3.600234101843742,3.600234101843742,-3.600234101843742
RAID,13,img_13.png,rot_img_13_level_09.png,rotation,9,MLDS_psi,0.91535,3.97951428522229,4.150153503720747,4.150153503720747,-4.150153503720747
RAID,13,img_13.png,rot_img_13_level_10.png,rotation,10,MLDS_psi,1.0,3.84485600239,4.5339517748208555,4.5339517748208555,-4.5339517748208555
RAID,14,img_14.png,rot_img_14_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,14,img_14.png,rot_img_14_level_02.png,rotation,2,MLDS_psi,0.2144053,5.08743628613521,0.9923934348971348,0.9923934348971348,-0.9923934348971348
RAID,14,img_14.png,rot_img_14_level_03.png,rotation,3,MLDS_psi,0.4108473,4.76842014622821,1.901641944339588,1.901641944339588,-1.901641944339588
RAID,14,img_14.png,rot_img_14_level_04.png,rotation,4,MLDS_psi,0.4678721,4.67581331658504,2.165586652095703,2.165586652095703,-2.165586652095703
RAID,14,img_14.png,rot_img_14_level_05.png,rotation,5,MLDS_psi,0.6719923,4.34432780761957,3.110374915838398,3.110374915838398,-3.110374915838398
RAID,14,img_14.png,rot_img_14_level_06.png,rotation,6,MLDS_psi,0.6908329,4.31373126599251,3.197580095728679,3.197580095728679,-3.197580095728679
RAID,14,img_14.png,rot_img_14_level_07.png,rotation,7,MLDS_psi,0.7934896,4.14701941381938,3.6727363155331023,3.6727363155331023,-3.6727363155331023
RAID,14,img_14.png,rot_img_14_level_08.png,rotation,8,MLDS_psi,0.8181103,4.10703620132645,3.7866950524563174,3.7866950524563174,-3.7866950524563174
RAID,14,img_14.png,rot_img_14_level_09.png,rotation,9,MLDS_psi,0.9034073,3.96851661298918,4.181498679824393,4.181498679824393,-4.181498679824393
RAID,14,img_14.png,rot_img_14_level_10.png,rotation,10,MLDS_psi,1.0,3.81165283246098,4.628586274428068,4.628586274428068,-4.628586274428068
RAID,15,img_15.png,rot_img_15_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,15,img_15.png,rot_img_15_level_02.png,rotation,2,MLDS_psi,0.08182729,5.294393470139,0.402531394911592,0.402531394911592,-0.402531394911592
RAID,15,img_15.png,rot_img_15_level_03.png,rotation,3,MLDS_psi,0.1724086,5.13805351214126,0.8481260090812321,0.8481260090812321,-0.8481260090812321
RAID,15,img_15.png,rot_img_15_level_04.png,rotation,4,MLDS_psi,0.2550502,4.99541710526329,1.2546632469270045,1.2546632469270045,-1.2546632469270045
RAID,15,img_15.png,rot_img_15_level_05.png,rotation,5,MLDS_psi,0.3528818,4.82656340674546,1.7359240813661243,1.7359240813661243,-1.7359240813661243
RAID,15,img_15.png,rot_img_15_level_06.png,rotation,6,MLDS_psi,0.497252,4.57738565862439,2.446121678676896,2.446121678676896,-2.446121678676896
RAID,15,img_15.png,rot_img_15_level_07.png,rotation,7,MLDS_psi,0.6570582,4.30156578682707,3.2322537138128697,3.2322537138128697,-3.2322537138128697
RAID,15,img_15.png,rot_img_15_level_08.png,rotation,8,MLDS_psi,0.7625617,4.11947061420414,3.7512549290251593,3.7512549290251593,-3.7512549290251593
RAID,15,img_15.png,rot_img_15_level_09.png,rotation,9,MLDS_psi,0.9181067,3.85100558526484,4.516424451393682,4.516424451393682,-4.516424451393682
RAID,15,img_15.png,rot_img_15_level_10.png,rotation,10,MLDS_psi,1.0,3.70966089249572,4.919280091410462,4.919280091410462,-4.919280091410462
RAID,16,img_16.png,rot_img_16_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,16,img_16.png,rot_img_16_level_02.png,rotation,2,MLDS_psi,0.1256808,5.11661663427751,0.9092246395467356,0.9092246395467356,-0.9092246395467356
RAID,16,img_16.png,rot_img_16_level_03.png,rotation,3,MLDS_psi,0.2800775,4.72472127898354,2.0261909089095886,2.0261909089095886,-2.0261909089095886
RAID,16,img_16.png,rot_img_16_level_04.png,rotation,4,MLDS_psi,0.3374489,4.57909913570015,2.441237986969139,2.441237986969139,-2.441237986969139
RAID,16,img_16.png,rot_img_16_level_05.png,rotation,5,MLDS_psi,0.4246869,4.357668376255,3.072352099342604,3.072352099342604,-3.072352099342604
RAID,16,img_16.png,rot_img_16_level_06.png,rotation,6,MLDS_psi,0.5577739,4.01986162459835,4.035156945244578,4.035156945244578,-4.035156945244578
RAID,16,img_16.png,rot_img_16_level_07.png,rotation,7,MLDS_psi,0.7558605,3.51707106291967,5.468192806381102,5.468192806381102,-5.468192806381102
RAID,16,img_16.png,rot_img_16_level_08.png,rotation,8,MLDS_psi,0.8082554,3.38408048121212,5.8472378547686805,5.8472378547686805,-5.8472378547686805
RAID,16,img_16.png,rot_img_16_level_09.png,rotation,9,MLDS_psi,0.9592453,3.00083225508439,6.939558382672649,6.939558382672649,-6.939558382672649
RAID,16,img_16.png,rot_img_16_level_10.png,rotation,10,MLDS_psi,1.0,2.89738692867418,7.234394590253547,7.234394590253547,-7.234394590253547
RAID,17,img_17.png,rot_img_17_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,17,img_17.png,rot_img_17_level_02.png,rotation,2,MLDS_psi,0.06890345,5.33961303528388,0.2736481910160126,0.2736481910160126,-0.2736481910160126
RAID,17,img_17.png,rot_img_17_level_03.png,rotation,3,MLDS_psi,0.1346494,5.24800141643044,0.534756384207683,0.534756384207683,-0.534756384207683
RAID,17,img_17.png,rot_img_17_level_04.png,rotation,4,MLDS_psi,0.1921766,5.16784200419651,0.7632239034771778,0.7632239034771778,-0.7632239034771778
RAID,17,img_17.png,rot_img_17_level_05.png,rotation,5,MLDS_psi,0.4127147,4.8605400862105,1.6390849522599942,1.6390849522599942,-1.6390849522599942
RAID,17,img_17.png,rot_img_17_level_06.png,rotation,6,MLDS_psi,0.4490469,4.80991396510488,1.7833777305738336,1.7833777305738336,-1.7833777305738336
RAID,17,img_17.png,rot_img_17_level_07.png,rotation,7,MLDS_psi,0.5862914,4.61867504626524,2.3284401275830144,2.3284401275830144,-2.3284401275830144
RAID,17,img_17.png,rot_img_17_level_08.png,rotation,8,MLDS_psi,0.7479053,4.3934792148485,2.9702853148140225,2.9702853148140225,-2.9702853148140225
RAID,17,img_17.png,rot_img_17_level_09.png,rotation,9,MLDS_psi,0.8855635,4.20166393517099,3.5169904350813073,3.5169904350813073,-3.5169904350813073
RAID,17,img_17.png,rot_img_17_level_10.png,rotation,10,MLDS_psi,1.0,4.04220601069111,3.97147176694867,3.97147176694867,-3.97147176694867
RAID,18,img_18.png,rot_img_18_level_01.png,rotation,1,MLDS_psi,0.0,5.4356243992662,0.0,0.0,-0.0
RAID,18,img_18.png,rot_img_18_level_02.png,rotation,2,MLDS_psi,0.09663401,5.28855625611177,0.4191684157065526,0.4191684157065526,-0.4191684157065526
RAID,18,img_18.png,rot_img_18_level_03.png,rotation,3,MLDS_psi,0.181436,5.15949538374511,0.7870131456344313,0.7870131456344313,-0.7870131456344313
RAID,18,img_18.png,rot_img_18_level_04.png,rotation,4,MLDS_psi,0.2465891,5.06033832761941,1.069627077046413,1.069627077046413,-1.069627077046413
RAID,18,img_18.png,rot_img_18_level_05.png,rotation,5,MLDS_psi,0.4739996,4.71424066692448,2.056062378408039,2.056062378408039,-2.056062378408039
RAID,18,img_18.png,rot_img_18_level_06.png,rotation,6,MLDS_psi,0.4860075,4.69596513866009,2.1081506421507967,2.1081506421507967,-2.1081506421507967
RAID,18,img_18.png,rot_img_18_level_07.png,rotation,7,MLDS_psi,0.612148,4.50399120369779,2.6553079560947257,2.6553079560947257,-2.6553079560947257
RAID,18,img_18.png,rot_img_18_level_08.png,rotation,8,MLDS_psi,0.7234713,4.33456712642659,3.1381944638664376,3.1381944638664376,-3.1381944638664376
